Rank,Player,Score,Games Played
1027,Tcheodorius,1666,25
1028,teferihun,1666,252
1029,Fabrice145,1666,262
1030,Sir_St3ven,1665,235
1031,NoHaris,1665,78
1032,Belgarath962,1665,879
1033,Simselor,1665,46
1034,tvasicek,1665,263
1035,Elon90,1665,85
1036,Jack_Crowley,1664,65
1037,Ghost_86,1664,259
1038,Dreikcz,1664,315
1039,Melly666,1664,275
1040,player1989689,1664,28
1041,Ata.,1664,266
1042,ravenpeter,1664,138
1043,mikanbako,1663,98
1044,Karhukainen,1663,33
1045,Pørco,1663,196
1046,TolikEbat,1663,32
1047,bakda,1663,297
1048,jbtov,1663,261
1049,HSDELUXE2,1663,50
1050,skyw,1663,254
1051,Florencao,1663,161
1052,Phillz,1663,102
1053,YOLOtactics,1662,92
1054,tsorf,1662,326
1055,PikantníHumus,1662,117
1056,PaCman le Ouf,1662,286
1057,Esel07,1662,787
1058,mdsimon,1662,931
1059,-=Paladin=-,1662,634
1060,Casa_Siol,1662,216
1061,nakl3,1661,124
1062,secretlegk,1661,99
1063,vene775,1661,239
1064,Swimee,1661,38
1065,VESW,1661,243
1066,Malério,1661,1152
1067,Zarkxes,1660,70
1068,bertibby,1660,74
1069,supreme,1660,221
1070,TheBagelNagel,1660,90
1071,DrainTheClock,1660,93
1072,Jujuskg,1659,430
1073,petersan,1659,80
1074,RagingRyl,1659,109
1075,cjf928,1659,89
1076,wtsiol,1659,216
1077,PeterPotepa,1659,203
1078,NoobensteiN,1659,210
1079,AwesomeRhino,1658,117
1080,fenrirx,1658,33
1081,chontofalsky,1658,186
1082,Tsokoa,1658,52
1083,TPAXATb_CPATb,1658,21
1084,Morefeus,1658,208
1085,Ser Davos,1658,531
1086,Kasza4,1657,498
1087,Octavius_Ace,1657,219
1088,allstarsiance,1657,202
1089,PopsiBogyo,1657,108
1090,Sk2nnyDoc,1657,587
1091,Hugosfar,1657,55
1092,skiby,1657,41
1093,ligvigfui,1657,67
1094,Nacho00,1657,99
1095,derekrose,1657,951
1096,Escoune,1657,126
1097,viperboy0612,1656,70
1098,SupraNano95,1656,82
1099,millhouse182,1656,235
1100,clob_earn,1656,100
1101,Vitoram,1656,115
1102,hefesto523,1656,128
1103,MW1187,1656,442
1104,Bill_Nye12,1655,804
1105,Supersquigi,1655,25
1106,ARLONG573,1655,99
1107,runenielsen,1655,53
1108,Rahziael,1655,110
1109,serse,1655,146
1110,gestur1,1655,250
1111,Tbinnz,1655,186
1112,backburner,1655,62
1113,Akou,1655,25
1114,3eka,1655,119
1115,shadowmoonwalk,1655,219
1116,RcadTracks,1655,547
1117,queen_of_mars,1655,101
1118,Il profe,1654,2365
1119,andoalex,1654,106
1120,zzukk1989,1654,1080
1121,RobbieW,1654,216
1122,Ushkito,1654,65
1123,sir_pashtet,1654,797
1124,Mr Victory,1654,208
1125,Darmas3108,1654,72
1126,Micha91,1654,451
1127,chmmac3,1653,46
1128,smorodin360,1653,161
1129,Atsukan,1653,275
1130,lcmel,1653,544
1131,RORAN2,1653,79
1132,Osurac,1653,284
1133,argyles,1653,262
1134,twigg96wafc,1653,76
1135,gaby22,1653,307
1136,0M17P0,1653,833
1137,Ddubistro,1653,35
1138,wagcogames,1652,34
1139,v146,1652,132
1140,Durendal4,1652,41
1141,suvius,1652,579
1142,BigMac66,1652,120
1143,Karina27,1652,123
1144,Backlash,1652,107
1145,Scimitar325,1652,33
1146,Elwood_the_Barbarian,1652,192
1147,Daath,1652,104
1148,sutabafan,1652,94
1149,trulpen,1652,589
1150,Brendan18363,1652,449
1151,Computer2,1652,98
1152,Little Stitious,1652,269
1153,rh3l22,1652,21
1154,alancss64,1651,95
1155,yoyochen,1651,574
1156,Darren Chestnut,1651,542
1157,YSV1983,1651,722
1158,D0rett0,1651,565
1159,version7 ~ divedice,1651,41
1160,OfWhales,1651,23
1161,Nardi84,1651,147
1162,your_verdict2,1651,48
1163,DevilDead99,1651,106
1164,daydream835,1650,36
1165,Haginio,1650,988
1166,N3uro G1g1o,1650,142
1167,Zajcu,1650,192
1168,Bumbo88,1650,180
1169,RumBoppy,1650,252
1170,Littlerobin81,1650,459
1171,1332doubleevil,1650,873
1172,MichaelGScott,1650,247
1173,claudiostuff,1650,129
1174,uxseen,1649,66
1175,Marbellous,1649,314
1176,Thom974,1649,44
1177,Yyg31,1649,2137
1178,Silver84,1649,143
1179,player4876559,1649,99
1180,soggyburritoz,1649,57
1181,tavishill,1649,85
1182,Zonzer,1649,384
1183,aston kruger 83,1649,891
1184,5 yodas,1649,80
1185,SixZo,1649,79
1186,KongKkam,1649,227
1187,misiek99,1648,58
1188,kobiak,1648,63
1189,feltbot,1648,270
1190,tothemoon,1648,507
1191,Lunase,1648,197
1192,moncoosh,1648,25
1193,zeroblackalpha,1648,101
1194,aptlswjdyd,1648,755
1195,date2517,1648,545
1196,scottmars,1648,568
1197,elisa_aiano,1648,123
1198,norse3,1648,299
1199,dragonsvw,1648,367
1200,elduil,1647,24
1201,dooly1203,1647,28
1202,Rattenviech,1647,300
1203,keleka1806,1647,977
1204,itslevi,1647,149
1205,*player5533072,1647,270
1206,akanimak,1647,127
1207,DarcePower,1647,126
1208,rafafull,1647,164
1209,swaydizzle1337,1647,143
1210,Quickfinger,1646,142
1211,Sp0rling,1646,420
1212,platykun,1646,25
1213,PhyrTheMage,1646,115
1214,Hobgoblinvasia,1646,277
1215,psyker63,1646,35
1216,Bonelessistaken,1646,242
1217,afchs,1646,81
1218,IceScream,1646,168
1219,johnmoon,1646,384
1220,Brendon86,1646,1083
1221,MUHWISHA,1646,443
1222,brown5500,1646,27
1223,Bee lover,1646,286
1224,Dieudivin,1646,178
1225,tedmerchant,1646,118
1226,Papyfreddy,1646,24
1227,ptitdrey88,1646,35
1228,horaf_1,1646,1377
1229,boroooobud,1646,32
1230,dicdix,1646,216
1231,KarolyneRose,1646,22
1232,Chazzbo,1645,30
1233,green jordan,1645,193
1234,Terraz,1645,503
1235,DreamEvil,1645,53
1236,ojberlin,1645,139
1237,Keesislief,1645,356
1238,Ansharja,1645,97
1239,Barrycuda101,1645,1024
1240,CaptainSmirk,1645,2018
1241,player6960797,1644,46
1242,Haravant,1644,362
1243,IgorJericho20,1644,36
1244,djDiggs,1644,281
1245,Doug the dude,1644,428
1246,schnmanu,1644,101
1247,Mobius8810,1644,104
1248,soulce1000,1643,281
1249,Kresse3,1643,69
1250,DictatorOfCanada,1643,42
1251,Hawkamania,1643,111
1252,Lord Blarrt,1643,35
1253,Red1987,1643,481
1254,LenBoc,1643,362
1255,frangge,1643,59
1256,shibsf,1642,113
1257,DavidWHattis,1642,340
1258,supica,1642,1443
1259,robthomasson,1642,43
1260,Phantazy,1642,34
1261,nomtropcourt,1642,233
1262,calinc,1642,783
1263,plett42,1642,347
1264,AshGaidin,1642,313
1265,robold,1642,159
1266,SteadyWeGo,1642,138
1267,Xo3aun_Xa4ei,1642,28
1268,kallefridholm,1641,603
1269,badaxi,1641,51
1270,maximilianomassera,1641,41
1271,GussTuss,1641,20
1272,Jeffesteele,1641,158
1273,hidato,1641,34
1274,Timeroz,1641,317
1275,adrienbastien,1641,28
1276,Yunnan,1641,125
1277,Darakyon,1640,196
1278,Vic.n,1640,425
1279,Katomegumi,1640,216
1280,Konspirata,1640,30
1281,Banana73,1640,596
1282,Leumas06,1640,153
1283,calamio,1640,71
1284,Zuio,1640,48
1285,TFMQueen,1640,571
1286,jojothegood,1640,54
1287,Vivid1985,1640,432
1288,Hiede,1640,535
1289,pew-pew,1640,308
1290,Demos BP,1640,68
1291,miningfreak,1640,103
1292,godsloophole,1640,875
1293,Terraforminyomomsboy,1640,70
1294,dobriymart,1639,321
1295,ws14159,1639,36
1296,TogashiRekai,1639,39
1297,PeterL3,1639,104
1298,Gabritz,1639,185
1299,Melusinchen,1639,99
1300,Spaggetto,1639,30
1301,Captain Zurg,1639,29
1302,al rata,1639,61
1303,1001,1639,1246
1304,gonga aspro,1639,167
1305,crushh,1639,24
1306,Xlier,1638,42
1307,Find_Your_Frequency,1638,70
1308,h3llyea,1638,56
1309,JosephSaffron,1638,92
1310,gabestar,1638,372
1311,Degen604,1638,40
1312,BeyondFrosty,1638,371
1313,Deleco,1638,340
1314,TallBenjy,1638,92
1315,VlaznaMaramica,1638,45
1316,Satoshi N,1638,324
1317,rammas3000,1638,278
1318,student101,1638,41
1319,Sew_Eryn_Str,1638,102
1320,etomek,1638,62
1321,Abtub,1637,281
1322,Andrys25,1637,355
1323,LargeRabidMoose,1637,275
1324,Muszla,1637,368
1325,Chamelee,1637,262
1326,e-wise,1637,54
1327,lakefront,1637,35
1328,daiwales,1637,138
1329,shu0121,1637,55
1330,Saib95,1637,35
1331,BlueFlares,1637,463
1332,CrazyOli,1636,35
1333,Gilgalad5687,1636,27
1334,noisenow42,1636,296
1335,mhavade,1636,288
1336,xerox123,1636,38
1337,Babylon arms,1636,135
1338,Paywoah,1636,59
1339,ivco210,1636,330
1340,Krokosaari,1636,489
1341,BeejRx123,1636,89
1342,dmac70,1636,1050
1343,Pressfanta,1635,94
1344,tejeskv,1635,405
1345,Amaizg,1635,451
1346,lokkedzierzawy,1635,154
1347,tpgrzyb,1635,65
1348,NELSCHE,1635,770
1349,player5772113,1635,75
1350,Variands,1634,79
1351,yohoga,1634,113
1352,Gaabur,1634,177
1353,s56julia,1634,112
1354,amierke1,1634,81
1355,cexism,1634,97
1356,borste,1634,68
1357,jeben van boga,1634,96
1358,Thales624,1634,729
1359,Severla,1634,277
1360,leonstar,1634,28
1361,DrHyper,1633,275
1362,pl4ntx,1633,195
1363,NikxNL,1633,31
1364,eik44,1633,316
1365,Brianwl1,1633,617
1366,Waymar,1633,168
1367,Gunitiwa,1633,59
1368,hopper2804,1633,106
1369,Swimkrau,1633,359
1370,Erariodor,1632,88
1371,Ghultu,1632,269
1372,AKHawkster,1632,46
1373,Smecken,1632,44
1374,Elitrich,1632,192
1375,Matrim Cauth'On,1632,191
1376,Kuranosuke,1632,604
1377,ohayomia,1632,151
1378,artuditubozy,1632,51
1379,Warwickstar,1632,437
1380,pawels,1632,101
1381,TOON-R,1632,140
1382,walman21,1632,257
1383,MadCan,1631,153
1384,MRTOFFEECUP,1631,117
1385,tonklaa,1631,33
1386,Amatikaya,1631,428
1387,szantorobi,1631,191
1388,Fallenaqua,1631,164
1389,Imperator Ingo,1631,73
1390,Zodiacekk,1631,33
1391,franio1245,1631,282
1392,Zimtmann,1631,371
1393,pumpkindaughter,1631,902
1394,Jtangorra70,1631,205
1395,kopa90,1631,41
1396,SlyFox41,1631,122
1397,aleamizy,1630,488
1398,NoSir,1630,109
1399,Primetime65,1630,3330
1400,Maff57,1630,249
1401,DarknessMannen666,1630,452
1402,SmileRJ,1630,264
1403,Hielko,1630,147
1404,YBeppu,1630,43
1405,azcats,1630,1260
1406,speckops,1630,198
1407,Mochi_Dawn,1630,235
1408,ChuckBo09,1630,236
1409,-Scythe-,1630,69
1410,3.14159,1629,36
1411,Albert200493,1629,169
1412,DudeMcGuy,1629,260
1413,Gopher Gold,1629,949
1414,VLShooter,1629,913
1415,AlphaAlien,1629,571
1416,Dylius,1629,32
1417,Jedsverdia,1629,141
1418,Level5,1628,168
1419,natalia7,1628,204
1420,piardos,1628,106
1421,Benevus,1628,27
1422,R3APER,1628,374
1423,tsugytso,1628,173
1424,AquiferPimping,1628,901
1425,Bob Danger,1628,185
1426,Fimrail,1628,70
1427,atikom,1628,354
1428,yukiyama47,1628,108
1429,Linep,1628,886
1430,TEMullen,1627,51
1431,HyperBtw,1627,38
1432,player5422757,1627,109
1433,trex,1627,86
1434,Jan_Itor,1627,44
1435,marzik,1627,55
1436,NickElitO,1627,197
1437,87mj,1627,107
1438,Kadghar,1626,177
1439,player4600695,1626,577
1440,NeburaRotun,1626,316
1441,chardkwon,1626,301
1442,Williery,1626,564
1443,toxicyan,1626,123
1444,filipp2,1626,613
1445,damakus,1626,26
1446,thomas237,1626,45
1447,Chinouk,1626,153
1448,MrRaden,1626,371
1449,cheekyhound,1626,1226
1450,Chomajig,1626,26
1451,Jakobian80,1625,141
1452,player3658403,1625,807
1453,jmgalley,1625,686
1454,royaljiggyness,1625,84
1455,benhaim23,1625,55
1456,wobinofwocksley,1625,1034
1457,vogelmaria1,1625,22
1458,Czester014,1625,69
1459,spoff135,1625,125
1460,manaflood,1625,252
1461,arsalansul,1625,63
1462,hlaca,1625,193
1463,john96,1625,533
1464,bluefaith,1625,63
1465,realrubbishteen,1625,222
1466,peliocle,1625,63
1467,Alleexe,1625,222
1468,acestep44,1625,625
1469,Am_Am,1625,90
1470,Silversurfie,1625,48
1471,Just Delete 'Micro Mills' Please,1625,131
1472,ReV_Chedd4r,1625,143
1473,adamwalter3,1625,322
1474,wombawomba,1625,76
1475,zaguy,1624,363
1476,geronimo260269,1624,333
1477,JakeJobe,1624,122
1478,Survitana,1624,213
1479,Fjaesing,1624,61
1480,Ybii,1624,104
1481,Collettiville,1624,70
1482,joshleslie,1624,984
1483,monmon,1623,251
1484,woohoozxcvbnm,1623,1260
1485,BoatsNHos,1623,76
1486,Guffel001,1623,152
1487,ciuwciuw,1623,104
1488,manuoca,1623,320
1489,FormingTerra,1623,212
1490,Sport1k,1623,84
1491,Narlano,1623,186
1492,Jingizu,1623,26
1493,SamGoroh,1623,1996
1494,chewie45,1623,155
1495,jirkah,1623,235
1496,Anakin_Skywalker_,1622,40
1497,metatwix,1622,197
1498,oronzotauro,1622,20
1499,posti,1622,22
1500,kou_2325,1622,63
1501,ShipSong,1622,208
1502,Seimaru,1622,29
1503,MrSummertime,1622,415
1504,Rebibbia,1622,120
1505,mattpark673,1622,440
1506,Sardak,1622,118
1507,menium,1622,70
1508,McAvey,1622,342
1509,Zibra,1622,431
1510,spud23,1621,680
1511,ludobrumant,1621,468
1512,tifffffly,1621,122
1513,mmiller6756,1621,45
1514,ErikErikErik,1621,24
1515,ToreRosbo,1621,227
1516,jonbenlan,1621,63
1517,Amv1659,1621,323
1518,KCN0-0,1620,53
1519,TMars,1620,107
1520,stealthy.rules,1620,61
1521,Nathaniel_the_Wise,1620,40
1522,blzrn,1620,194
1523,Noisefan,1620,674
1524,Meisterchef2140,1619,189
1525,Barstatuan,1619,62
1526,StachuSiekiera,1619,305
1527,flo87,1619,283
1528,scottiedragon88,1619,225
1529,tjbo,1619,837
1530,Ren_rus,1619,453
1531,Danyt,1619,62
1532,Poppapete,1619,27
1533,Zynmos,1619,230
1534,Lunenoir,1619,449
1535,Explorer39,1618,175
1536,GoldenHulk,1618,67
1537,Apocalypto289,1618,68
1538,ryansocks5,1618,138
1539,MarquisBee,1618,257
1540,Knowing,1618,83
1541,LuIsCrAcK5,1618,34
1542,moocowsheep,1618,72
1543,ferrua,1618,89
1544,jpranke,1618,170
1545,Shunyata,1617,106
1546,Succelos,1617,273
1547,MISTER LOL,1617,212
1548,drigo,1617,144
1549,ChuckNourris,1617,120
1550,Rumbe14,1617,434
1551,grandpot,1617,345
1552,SchlechtarschLincoln,1617,54
1553,dennis nicholson,1617,789
1554,Char Lize,1617,895
1555,TimmaDoo,1617,88
1556,jingizu81,1616,123
1557,Masta06,1616,21
1558,6l4ck84,1616,177
1559,Gil'Galas,1616,151
1560,pocky2,1616,103
1561,apos,1616,60
1562,GingerThyme,1616,34
1563,Pecab,1616,135
1564,CircDesk,1616,122
1565,acen,1616,255
1566,Stokbauer,1615,201
1567,player4079488,1615,406
1568,novadavex,1615,47
1569,tt-domi,1615,49
1570,endive-o-jambon,1615,140
1571,Evil-Ash,1615,300
1572,Olorin_TG,1615,72
1573,VojLe,1615,900
1574,Talrada,1614,127
1575,Chuda,1614,138
1576,Rain80,1614,596
1577,Gnarly Owl,1614,1933
1578,selfee,1614,125
1579,Nealmend13,1614,342
1580,itskins,1614,173
1581,invasion0036,1613,156
1582,Gorockmichael,1613,123
1583,Sapahnur,1613,223
1584,PetteriA,1613,185
1585,ZobiOneKen00by,1613,30
1586,Laacis,1613,304
1587,PieroLeDingo,1613,42
1588,SirSpaceButt,1613,28
1589,Thunderblood,1613,31
1590,BlackZ,1613,81
1591,ssenalik,1613,62
1592,Jon79,1613,50
1593,Chan12,1613,194
1594,Maui Fever,1612,37
1595,bookworms04,1612,33
1596,r3drick,1612,88
1597,BNFLcommish,1612,24
1598,Watney,1612,675
1599,gagarinn,1612,203
1600,Remplakek,1612,50
1601,Zwiz,1612,118
1602,Captain Corndog,1612,142
1603,bobthecheesecake,1612,48
1604,frsmoura13,1612,176
1605,BIGDATA69,1612,278
1606,Connelly,1612,463
1607,madelen15,1612,150
1608,namejess,1612,135
1609,wineandicecream,1612,812
1610,Eldarendil+,1612,67
1611,ZademeHeee,1612,36
1612,gobon0513,1611,32
1613,Puppe Anton,1611,112
1614,fanfanfr95,1611,155
1615,Filipp,1611,1140
1616,Kobraseeker,1611,84
1617,Dutchlordvader,1611,481
1618,SirRubbo,1611,258
1619,once.I.gave.birth.to.a.dinosaur,1611,66
1620,Debjwillis117,1611,62
1621,Estie20,1611,74
1622,LoseChange,1611,128
1623,Denchik_red_army,1611,72
1624,Focus-,1611,234
1625,Malachite,1611,90
1626,ryngo,1611,56
1627,Lord Jonny,1610,42
1628,danielandreas,1610,383
1629,tpasch831,1610,495
1630,PsyCthulhu,1610,233
1631,Indian San,1610,39
1632,sn_02s,1610,361
1633,jmohn26,1610,43
1634,terraforming wales,1610,181
1635,Huaychivo,1610,98
1636,Affang3000,1610,171
1637,pammer,1610,54
1638,Boop Lord,1609,121
1639,mrbondvivant,1609,302
1640,dylpickle87,1609,70
1641,ptaszek32,1609,265
1642,Toph4,1609,63
1643,storgegame,1609,233
1644,dar3d3v1l,1609,169
1645,RJorby,1609,39
1646,Keb01,1609,81
1647,supermegachaos,1609,65
1648,Dimitri_Shaw,1609,40
1649,Imaginary7,1609,311
1650,HastyHeracross,1609,43
1651,Bram00,1609,145
1652,4allu20,1608,815
1653,Ruddger,1608,225
1654,ZoidT,1608,158
1655,NS94,1608,594
1656,stormkill3r,1608,91
1657,motoso,1608,89
1658,fstollin93,1608,359
1659,6delta6,1608,99
1660,ostad131313,1608,986
1661,Flip2thecore,1608,91
1662,Loki the Red,1608,31
1663,Wanchope,1608,300
1664,adionortega,1608,275
1665,omermazig,1608,147
1666,Galadry,1608,56
1667,ItsJaytee,1608,70
1668,djf001,1608,346
1669,srdgreen123,1608,859
1670,arosgarnica,1607,213
1671,Borf96,1607,64
1672,evildeathroll,1607,88
1673,Krzysiek G,1607,1800
1674,eversonrosed,1607,54
1675,Sky9 Inc,1607,445
1676,RulerOfLemmings,1607,40
1677,CitrusSmasher,1607,100
1678,slamming,1607,414
1679,SOLR,1607,86
1680,MASSN,1606,128
1681,EpicPants_,1606,253
1682,railgun,1606,643
1683,ashbyc,1606,429
1684,Pooablo,1606,255
1685,rboll2,1606,245
1686,Slick19,1606,906
1687,FixeB,1606,60
1688,Beaver28,1606,1522
1689,mrlol,1606,118
1690,Illuvar,1606,133
1691,luiggi,1606,65
1692,Warik0,1605,293
1693,spyspy,1605,82
1694,vued,1605,68
1695,axiertxo,1605,113
1696,Icareway,1605,757
1697,mastermm,1605,207
1698,abenben19,1605,24
1699,JPsnel,1605,331
1700,MrBoy77,1605,98
1701,MarsuTopi,1605,121
1702,figeac82,1605,47
1703,wendahl,1605,31
1704,Iv76,1605,398
1705,ibptank,1605,583
1706,cnpurcell,1605,117
1707,Wineyard,1604,458
1708,Hippotek,1604,47
1709,framework2077,1604,102
1710,J0NAS,1604,851
1711,Dirtness,1604,378
1712,Pexxagon,1604,369
1713,Repulsion,1604,34
1714,Elisavet,1604,34
1715,Amos Burton,1604,272
1716,Chipaev,1604,140
1717,GeeAi,1604,124
1718,midr,1603,762
1719,sj_tag,1603,383
1720,juan--pablo,1603,295
1721,DuM4L,1603,292
1722,alexgrum,1603,25
1723,utopia_north,1603,217
1724,hosse1516,1603,834
1725,Facepalm,1603,57
1726,pyoncy,1603,36
1727,LePorky,1603,89
1728,Andra96kg,1603,325
1729,Genevieve_Cloud,1603,161
1730,jlombardi,1603,205
1731,busylizzy92,1602,329
1732,Xykand,1602,97
1733,a new girl,1602,31
1734,chris_98,1602,224
1735,janbaumeister30,1602,191
1736,Cikinko,1602,96
1737,Moo Key,1602,460
1738,Saro990,1602,61
1739,Tukkertje Lorenzo,1602,26
1740,TrueKadair,1602,48
1741,vppp,1602,126
1742,Jendroliusz,1602,196
1743,JerryR,1602,210
1744,Tatynek,1602,487
1745,WanHwan,1602,72
1746,Beban,1602,137
1747,JASTEM,1602,73
1748,GawrGura,1602,50
1749,swandog19,1602,164
1750,Sir Terraformalot,1601,72
1751,rextar,1601,55
1752,Lilvyn,1601,32
1753,franjerk,1601,435
1754,Forestkiller,1601,344
1755,Pishman,1601,83
1756,YuriSZ,1601,50
1757,cpp0207,1601,226
1758,scythepeter,1601,540
1759,PuMa86,1601,1113
1760,gammel1337,1601,74
1761,mike19berkeley,1601,413
1762,Whitebeardsgarten,1601,86
1763,richardhell,1601,417
1764,Misubolidim,1601,93
1765,MaxBauchet,1601,93
1766,Innerdark,1601,155
1767,dackster,1601,50
1768,sprhughes,1601,28
1769,karottpai,1600,191
1770,uriensblack,1600,103
1771,Conalias,1600,356
1772,楠nam,1600,46
1773,markonfic,1600,64
1774,sambrok,1600,62
1775,Meldikar,1600,237
1776,O-Frosch,1600,97
1777,MadMnDan,1600,186
1778,Resettingggg,1600,211
1779,Spyrer,1600,214
1780,player1839399,1600,103
1781,Kap-a-lots,1599,769
1782,epizur,1599,677
1783,Logrus1,1599,291
1784,dolav,1599,222
1785,birdcatch,1599,72
1786,DirtyDen11,1599,664
1787,Shakerman,1599,134
1788,eightbitmage,1599,137
1789,Morl81,1599,20
1790,Gothire,1599,218
1791,ABCDude,1599,47
1792,motimotioniku,1599,20
1793,Tyco777,1599,382
1794,matapon,1599,41
1795,BobQ,1598,219
1796,Redicide,1598,64
1797,riseofthemoroccan,1598,971
1798,Erasmus,1598,63
1799,jedi112,1598,24
1800,draj,1598,85
1801,DutchMountainHorses,1598,151
1802,rubensiki,1598,630
1803,TheRealDeimos,1598,104
1804,Beau_Bellini,1598,38
1805,Giomla,1598,137
1806,AngryShaker,1598,676
1807,philouravioli,1598,114
1808,ganimed,1598,355
1809,T1T177,1598,402
1810,r-lin,1597,265
1811,kurzy,1597,635
1812,argyle2008,1597,47
1813,SearchForLice,1597,53
1814,Human Member,1597,233
1815,Ocydia,1597,125
1816,bacus99,1597,101
1817,Trik89,1597,38
1818,Krownster,1597,102
1819,MeSHmeNi,1597,95
1820,katamaran389,1597,140
1821,ThibFdesinge,1597,23
1822,ZeusdeCrimea,1597,40
1823,catanbergen,1596,71
1824,saengerchen,1596,227
1825,ruffroad715,1596,214
1826,CaptainPike5,1596,65
1827,standzio,1596,208
1828,alnagon1,1596,188
1829,shibshibshib,1596,105
1830,Ryuteki,1596,40
1831,Grinzilio,1596,232
1832,trihell,1596,444
1833,Holypony84,1596,47
1834,Rengo djonko,1595,65
1835,Jklmajor,1595,80
1836,nshedd,1595,214
1837,m3funkyb,1595,84
1838,argargarg,1595,213
1839,Tinkenator,1595,76
1840,TheSpecialOso,1595,29
1841,ThraXisGR,1595,72
1842,Player7,1595,199
1843,Simonvda,1595,64
1844,burton7,1594,519
1845,mikkom,1594,21
1846,corey_v,1594,80
1847,Dakaktus2,1594,37
1848,POUTOU1307,1594,170
1849,m6000+,1594,626
1850,KaosticKrepts,1594,384
1851,AIZ75,1594,339
1852,Diliviur,1594,57
1853,a29g,1594,980
1854,guitrevizan,1594,26
1855,whosbuddy,1594,21
1856,heyheyhey,1594,56
1857,bshk,1594,144
1858,Msilve3466,1593,223
1859,MrZsolt,1593,76
1860,Kayu84,1593,31
1861,OrakelDan,1593,53
1862,Snow King,1593,231
1863,jacsli1529,1593,123
1864,Guitarweeps,1593,105
1865,Torst3n,1593,29
1866,Yoro The Settler,1593,405
1867,Han Andre,1593,76
1868,GTMarty,1593,24
1869,fiercegeologist13,1592,42
1870,Niim,1592,124
1871,maregos,1592,74
1872,explorermateusz,1592,64
1873,wafflehouse,1592,110
1874,DimasMIPT,1592,58
1875,Getro,1592,204
1876,Hugo De Michet,1592,152
1877,AlphaCenturi,1592,118
1878,seanwieser,1592,100
1879,Historist,1592,619
1880,leahBOT,1592,43
1881,R2Dizzle2,1591,89
1882,eddiepark,1591,147
1883,RitterAG,1591,139
1884,serenecoo,1591,212
1885,WaffleWarrior,1591,30
1886,darkteapot,1591,207
1887,tommwalker,1591,57
1888,Guatepeor,1591,105
1889,daviddof,1591,259
1890,Hongxin,1591,298
1891,Joonan,1591,69
1892,Rogra,1591,47
1893,CamCamCamille,1591,75
1894,SMOLDES,1591,146
1895,lemon66,1590,82
1896,dejoDaro,1590,60
1897,gxldragon,1590,96
1898,edrichoe,1590,47
1899,makromag,1590,34
1900,JccWallace,1590,467
1901,meatbringer,1590,178
1902,Dedotes,1590,140
1903,Josiah89,1590,107
1904,scythealmighty,1590,476
1905,Gerry892,1590,111
1906,akirmse,1590,28
1907,obiwanjedi,1590,33
1908,Slothi,1590,79
1909,KallioAle,1590,50
1910,Wolfggang,1590,54
1911,player7000993,1590,50
1912,Komodo 3000,1590,45
1913,BlackDemonOz,1590,139
1914,Arafor,1589,52
1915,SchamaninKathi,1589,21
1916,MrTisa,1589,53
1917,m007368,1589,70
1918,Stratajaime,1589,84
1919,imSOunique,1589,38
1920,emnt111,1589,57
1921,drewshaver,1589,45
1922,PityTheFool,1589,237
1923,Dr A Man,1589,153
1924,MagoNorrea,1589,23
1925,marie200589,1589,378
1926,lianon,1589,218
1927,arnhellor,1589,404
1928,Budzaria,1589,486
1929,iLoon,1589,114
1930,Pito-Délério,1589,152
1931,lyju77,1588,252
1932,drmetal,1588,128
1933,WR1920,1588,388
1934,po0op,1588,25
1935,Genesthoi,1588,32
1936,SoTamGood,1588,20
1937,zocko,1588,85
1938,Your Imagination,1588,206
1939,JHolt17,1588,129
1940,Der Elch,1588,221
1941,asdfate,1588,67
1942,Lazarus-,1588,39
1943,Cybob2,1588,122
1944,kittykatkatja99,1588,490
1945,geraldroy,1588,85
1946,Rapsaw,1588,41
1947,Rillum,1587,335
1948,Satohumi,1587,399
1949,Aeruthas,1587,30
1950,stijnamsterdam,1587,212
1951,Glothan,1587,73
1952,seungho4001,1587,47
1953,The Creator,1587,33
1954,SiegWarheit,1587,390
1955,Odi-Wan,1587,117
1956,deokisis,1587,294
1957,Heavy1337,1587,199
1958,Dejnor,1587,99
1959,c5k39b,1587,345
1960,papatecetou,1587,131
1961,Arxivist,1587,30
1962,CrazyLizard,1586,206
1963,TheRealFaker,1586,92
1964,Imladris,1586,262
1965,faqtotum1,1586,399
1966,nyrfan,1586,27
1967,Barlin,1586,76
1968,Andrinator,1586,74
1969,SmilinWolf,1586,78
1970,benni013,1586,72
1971,smoatigap,1586,140
1972,EnergiaX,1586,169
1973,dabegga,1586,164
1974,CHINASKI1,1586,564
1975,maxxpipino,1586,32
1976,MIXMAX MURUTAX,1586,132
1977,Mountain Q,1586,165
1978,warmsilver,1586,109
1979,Ryusaki_Law,1586,44
1980,Edylon,1586,26
1981,olgakapi,1586,1963
1982,hungli,1585,384
1983,haughtmon,1585,135
1984,igelkatt,1585,22
1985,maxempires,1585,83
1986,kaiju01,1585,48
1987,Misla,1585,462
1988,kavolcrique,1585,182
1989,submig1rl,1585,58
1990,Planetronics,1585,676
1991,tylerwillis20,1585,37
1992,Sneakybrick,1585,156
1993,ReMarc,1585,56
1994,martinusle juste,1585,28
1995,etoixi,1585,39
1996,william333,1585,217
1997,MaartendeB1976,1584,508
1998,Sarantium,1584,169
1999,pavlepavle,1584,38
2000,Camarones,1584,183
2001,MKG59,1584,850
