Rank,Player,Score,Games Played
4901,TerraStan,1434,90
4902,RattyMeowMeow,1434,43
4903,PinguP,1434,143
4904,Tortequesne,1434,115
4905,bafaro23,1434,99
4906,JADESTAR,1433,44
4907,SmileNatiii,1433,52
4908,Marcelous,1433,20
4909,poisonbladed,1433,237
4910,JoeFenris,1433,107
4911,happybunny1990,1433,76
4912,djtalia,1433,41
4913,Wibroe,1433,31
4914,Sevym,1433,36
4915,junss5961,1433,104
4916,JJBatt,1432,22
4917,rinnie,1432,73
4918,Yulia_N,1432,299
4919,BFTW,1432,35
4920,Jeanjean 1er,1432,29
4921,Ajponka,1432,23
4922,wowanama,1432,151
4923,kkolster,1432,20
4924,kimmmmm,1432,34
4925,ghosst,1432,63
4926,ferwha,1432,36
4927,nedwards,1432,175
4928,Butt Chieftan,1432,33
4929,Speed G.,1432,56
4930,tanachi_Mars,1432,21
4931,Podejrzliwy Ireneusz,1432,105
4932,mars rover,1432,156
4933,ShellybearG,1432,26
4934,saka2no,1432,63
4935,Heptoilàbas,1432,87
4936,TerraformDeezNuts,1432,157
4937,eraform,1432,67
4938,agent_why,1432,114
4939,PolyKaylee,1431,144
4940,littlethunder,1431,104
4941,Intergalactical faun,1431,263
4942,GameGalKim,1431,107
4943,Syllbaba,1431,69
4944,LuccoPL,1431,246
4945,wclauson,1431,52
4946,johnbl,1431,150
4947,Eisenflugzeug,1431,44
4948,MadRuca,1431,29
4949,Wintermute,1431,143
4950,ngs1985,1431,202
4951,rstats,1431,205
4952,LizDubs,1431,76
4953,Ashfield.,1430,612
4954,Vergueiro,1430,31
4955,napj,1430,35
4956,Prospero96,1430,40
4957,Fjallis,1430,39
4958,Leuchtefisch,1430,180
4959,BongQc,1430,249
4960,klizkelly,1430,41
4961,alienVegitable,1430,338
4962,Keith825,1430,21
4963,Vadik234,1430,98
4964,Tipvantim,1429,254
4965,zigzag1,1429,25
4966,matderouelles,1429,28
4967,nanaco,1429,70
4968,Digoxyne,1429,41
4969,gulhar1012,1429,24
4970,aly31,1428,193
4971,ArttuT,1428,74
4972,misunic,1428,28
4973,Grovesley,1428,39
4974,buttersable,1428,114
4975,Tarkil42,1428,24
4976,Pashur,1428,194
4977,prometh,1428,87
4978,minas,1428,57
4979,andydandy71,1428,226
4980,DoW-Tobustus,1428,33
4981,mossball,1428,101
4982,tammycs,1428,486
4983,balp1,1428,265
4984,t1m1ll3r,1428,39
4985,HarveyOS,1428,51
4986,StonedLizard,1428,301
4987,player1396555,1427,121
4988,riliff,1427,77
4989,Powerenzer,1427,91
4990,Suisse57,1427,29
4991,Zabou2001,1427,22
4992,Deadeye86,1427,120
4993,DMAyxe,1427,119
4994,Hemoglobina,1427,78
4995,DarkAngel13320,1427,30
4996,Quinitron,1427,429
4997,KCEHIR,1427,166
4998,Karoh777,1427,27
4999,KoraClaire,1427,122
5000,MeckiG65,1427,21
5001,fiascch,1427,150
5002,Alessandro_1975,1427,103
5003,rubenda11,1426,232
5004,NM156,1426,151
5005,Topor82,1426,77
5006,hakedr,1426,65
5007,to_wild_homes,1426,731
5008,Cc323,1426,146
5009,Kollerman,1426,22
5010,Khylkyne,1426,385
5011,Gab Rola,1426,103
5012,FourxK,1426,29
5013,susannenicholls,1426,69
5014,Habibz66,1425,134
5015,Deziginas,1425,21
5016,miryamshapiro,1425,111
5017,hi-rina,1425,181
5018,DarkShadow767,1425,30
5019,Enoch5,1425,23
5020,PaulRumpel,1425,70
5021,jinuk0129,1425,57
5022,Hannya,1425,121
5023,dagosten,1425,306
5024,Graziewinnis,1425,288
5025,Alishan,1425,25
5026,skunkcl0ud,1425,42
5027,brooooow,1425,51
5028,Junip,1425,32
5029,Lolo888,1424,34
5030,PandaPeeps,1424,22
5031,Tamz_Tv,1424,88
5032,bobrulez1,1424,307
5033,chimowan,1424,58
5034,TrollBuns,1424,40
5035,javibal,1424,46
5036,Rufio1717,1424,29
5037,Cruisnbobby,1424,95
5038,galtonOG,1424,30
5039,Lynchu,1424,40
5040,guyglatt57,1424,104
5041,TZuk,1424,64
5042,Ava_Ai,1424,129
5043,Ariostos,1424,45
5044,spec-sop,1424,43
5045,Funkazoid420,1424,31
5046,MinnaS,1423,78
5047,Better than the best,1423,28
5048,Silvischnegg,1423,25
5049,ketrable,1423,37
5050,jas99,1423,22
5051,Tenessia08,1423,47
5052,jurban,1423,48
5053,huxfab,1423,972
5054,dyd666,1423,52
5055,Fanuto,1423,38
5056,danielsun,1423,28
5057,Russalkaa,1423,84
5058,docmarley,1422,53
5059,Crystala12,1422,33
5060,Rubao,1422,103
5061,hironDDS,1422,186
5062,alexandre23242,1422,78
5063,r36i,1422,38
5064,Ripping,1422,378
5065,jooweak,1422,21
5066,Azog,1422,64
5067,mochulya,1422,39
5068,oceane-marine,1422,570
5069,po2222t,1422,35
5070,HEBEPb,1422,207
5071,IvonaK,1422,48
5072,farshadm,1422,84
5073,White_Monkey17,1422,114
5074,kleinesChaos23,1422,32
5075,gunnermk11,1422,121
5076,cheetles99,1422,139
5077,VindiX13,1422,160
5078,ErrorClient,1422,63
5079,Wyrd64,1422,31
5080,Timorna,1422,89
5081,Senobi,1422,275
5082,Cazgrode,1422,256
5083,Xans,1422,37
5084,Starship_trooper,1422,21
5085,Iata,1421,20
5086,freebird4thewin,1421,271
5087,twitneyhouston,1421,38
5088,waffeldusche,1421,28
5089,AnnTa,1421,21
5090,marsmichi81,1421,59
5091,ryanafriend,1421,71
5092,KatariAtti,1421,102
5093,nidorm1,1420,128
5094,nilmsl,1420,394
5095,RadikaltLagom,1420,20
5096,Milka_Emilka,1420,21
5097,battlecook86,1420,95
5098,loulou17600,1420,37
5099,Zivilian,1420,120
5100,xDrCoolGuYx90,1420,270
5101,Gamorm,1420,21
5102,DeadShotScott,1420,53
5103,jsorextra,1420,61
5104,NC Dad,1420,56
5105,RockChalk,1420,109
5106,Prestige83Qc,1420,203
5107,_Kuczi_,1420,39
5108,Wizzi16,1420,83
5109,Lord Thunderwil,1420,64
5110,SverreCarlsson,1420,209
5111,BearDream,1419,29
5112,LolaKyuu,1419,152
5113,rickmir,1419,31
5114,Littletoee,1419,37
5115,Monsieur Serra,1419,134
5116,DRichface,1419,42
5117,brunomartinsantonio,1419,21
5118,samamca93,1419,118
5119,denao,1419,34
5120,SuperKinoko,1418,33
5121,Ziemian123,1418,20
5122,muck83440,1418,46
5123,ittybittypretty,1418,71
5124,lupusa123,1418,644
5125,JULIA95,1417,53
5126,KnightStorm01101,1417,41
5127,Sam1029,1417,34
5128,ricwind,1417,41
5129,slaugh13,1417,32
5130,NullPointerExc,1417,84
5131,zalikovka,1417,59
5132,MasterDhartha,1417,102
5133,AlejoZI20,1417,23
5134,Grkss,1417,367
5135,Sebabansi,1416,599
5136,CORSAIR91,1416,461
5137,Mongier,1416,39
5138,Natascha 78,1416,133
5139,Giapoppy,1416,61
5140,tchernobill,1416,104
5141,satel,1416,66
5142,gutenho,1416,20
5143,Hantah36,1416,29
5144,maakarimies,1416,136
5145,Emege42,1415,22
5146,Bobby4731,1415,892
5147,Nkari,1415,42
5148,BarbarossaII,1415,31
5149,Heda,1415,35
5150,Gwathdil,1415,73
5151,BridgeRat,1415,29
5152,joseundu,1415,35
5153,Goldschatz,1415,32
5154,Schmoockler,1415,331
5155,ast027,1415,84
5156,kingfish7,1415,34
5157,Really_board,1415,35
5158,ejseltzer,1415,186
5159,kailu97,1415,43
5160,Urby sihuhu,1415,181
5161,Purple_rx,1415,23
5162,ganzgeil,1415,52
5163,Yosen22,1414,285
5164,Vilhang,1414,185
5165,RedQueen,1414,20
5166,c1aude,1414,66
5167,Diana_Fox99,1414,23
5168,ChiaSeveri,1414,121
5169,Kisik-Pisik,1414,74
5170,HewroKitty,1414,24
5171,whateveridontcare,1414,27
5172,jules015,1414,55
5173,Pmanhs,1414,95
5174,dima_business,1414,26
5175,Sinnack,1414,129
5176,tydye,1413,32
5177,SandyBibiLou,1413,54
5178,Jessiejessouille025,1413,62
5179,Tobefree,1413,165
5180,BelladonnaHouse,1413,84
5181,YourMomsFavorite,1413,336
5182,sarafelds,1413,48
5183,SuperL1,1413,21
5184,RedGreen17,1413,71
5185,ANDRETTY,1412,146
5186,Anitapotato92,1412,94
5187,nurinipretz,1412,30
5188,Zlossnica,1412,32
5189,jeanlognay,1412,210
5190,Usirev,1412,51
5191,ro-rojas-,1412,68
5192,campoholic22,1411,196
5193,fransotto,1411,68
5194,kazam974,1411,116
5195,TeraformatorKicia,1411,55
5196,Caloup,1411,147
5197,player5565657,1411,203
5198,Nemesis2703,1411,25
5199,Ironlaugh,1411,37
5200,derBlaueReiter,1411,20
5201,Arnaud_Duke,1411,51
5202,Mavelot,1411,24
5203,anomaly9685,1411,136
5204,nightofthelivingdevos,1411,225
5205,MasterMoss,1411,22
5206,Kharnak,1411,21
5207,nitora,1410,44
5208,Ana soy,1410,168
5209,idafall83404,1410,95
5210,Grifballin,1410,21
5211,TheStuffer,1410,50
5212,klohercis,1410,32
5213,yaveambar,1410,248
5214,duckworp,1410,30
5215,capober,1410,90
5216,hirovomi,1409,32
5217,francesco92420,1409,21
5218,Kazukiller,1409,152
5219,SockPupper,1409,32
5220,Elliegtx,1409,55
5221,Mlle-Nostalgeek,1409,43
5222,barreto,1409,68
5223,Omaha Counsel,1409,94
5224,Bluesephine,1408,34
5225,Xcdarwin,1408,40
5226,DirkDiggler0001,1408,746
5227,Indyjarl,1408,163
5228,andrewthenerd,1408,80
5229,GetHighGirl,1408,55
5230,Konig le Chat,1408,77
5231,wakandaisalie,1408,483
5232,Rianne84,1408,289
5233,Stadiumite,1407,147
5234,ehrenfeld77,1407,225
5235,ebriere8520,1407,25
5236,FGF1975,1407,20
5237,Bengel,1407,93
5238,Hyaena13,1407,32
5239,Yuki_Chen,1407,157
5240,neoch3181,1407,245
5241,shaman34,1407,75
5242,quickpucks,1407,559
5243,danilodjb,1407,108
5244,Warhate,1407,79
5245,Stevie583,1407,62
5246,Blovich,1407,151
5247,Lazarolis,1406,102
5248,Macska,1406,30
5249,flk974,1406,89
5250,C3r3a1ki113R,1406,26
5251,Máriooooo,1406,31
5252,TheSalsaBandit,1406,68
5253,TMking,1406,44
5254,LNC81,1406,178
5255,big_greg,1406,112
5256,rnm910,1406,24
5257,GuR1987,1406,299
5258,Sandra2101,1406,876
5259,blackhorse tanker,1406,386
5260,LeafyGreens83,1405,20
5261,Stephanie04,1405,266
5262,VelinCZ,1405,45
5263,hobo_fat_controller,1405,51
5264,Ezzzra,1405,40
5265,Sawtooth Grin,1404,324
5266,gianjus,1404,52
5267,Omer52,1404,67
5268,Viandox,1404,114
5269,NiltinGOD,1404,38
5270,mick1125,1404,38
5271,PBR-Streetgang,1404,70
5272,CriCraCroC,1404,112
5273,Hanicka35,1404,24
5274,Thatanita,1404,25
5275,javalillo13689,1404,214
5276,Rakquu,1403,221
5277,drwolfie,1403,47
5278,tekyy,1403,42
5279,Uncle_D,1403,50
5280,wannimaus,1403,58
5281,polarvans,1403,69
5282,Spartan315,1403,92
5283,Racyaj,1403,70
5284,Boumbous,1403,49
5285,Bruja,1403,31
5286,Dogo3pe,1403,20
5287,steven123456,1403,21
5288,pliom,1402,146
5289,wrath1128,1402,20
5290,KeithVG,1402,44
5291,bazza0179,1402,219
5292,Mkoshi,1402,21
5293,Mavenmeds,1402,35
5294,SingingSongbird,1401,20
5295,dr_lozza,1401,50
5296,chaotic_spider,1401,632
5297,kristenmroberts,1401,363
5298,RemoWiliams74,1401,20
5299,Thargunitoth,1401,104
5300,jakeosomething,1401,51
5301,hazelmaung,1401,73
5302,Justtyperosh,1400,81
5303,Jakeywakey10,1400,173
5304,dahnasty,1400,100
5305,AmyFreekje,1400,21
5306,VolcanicSofa,1400,49
5307,Ashisnb,1400,23
5308,monashirin,1400,32
5309,GurrWraithLagann,1400,21
5310,GeekyShinobi,1399,24
5311,zonker,1399,118
5312,Law8955,1399,30
5313,98765oiuyt,1399,39
5314,PaulaaaPolux,1399,247
5315,Rhexor,1399,45
5316,Keelmars,1399,350
5317,Foriroz,1399,91
5318,enJOYthesyn,1399,763
5319,Vivreth,1398,62
5320,geromet,1398,47
5321,MJForestWalker,1398,56
5322,winbar,1398,68
5323,rokoforo,1398,103
5324,french_fry_guy,1398,241
5325,shupalcze,1398,92
5326,labrosul,1398,21
5327,ebryan,1398,151
5328,Trèfle,1397,41
5329,Hopeja,1397,71
5330,maphunter02,1397,54
5331,bokkenrijder,1397,30
5332,mrskreets,1397,35
5333,Yohokaru_96,1397,24
5334,friccska,1397,36
5335,tobyvacher,1397,58
5336,Spence_,1396,35
5337,ColeyCole117,1396,29
5338,Hanniball12,1396,28
5339,gag203,1396,20
5340,raesaud,1396,20
5341,kathrynjane,1396,310
5342,hovsgatansmonika,1396,301
5343,Dawtona,1395,456
5344,WNWrichard.esp,1395,24
5345,NataschaCeLi,1395,79
5346,viibever,1395,25
5347,Nightmare_muse,1395,338
5348,Hojson,1394,50
5349,Faramud,1394,135
5350,queen-fisher,1394,29
5351,darwinophile,1394,334
5352,Mechanicpunx,1394,27
5353,bpds,1394,26
5354,kicia_kocia,1394,57
5355,fikaas3,1394,33
5356,Juwasp01,1394,112
5357,Marlenewessel11,1394,91
5358,Znix,1394,49
5359,Emilasty1989,1394,41
5360,GratusMTTG,1394,22
5361,Qanthor,1393,38
5362,StefOfDk,1393,32
5363,Wolfalia,1393,23
5364,RaleX69,1392,40
5365,EvilCatDemon,1392,21
5366,tintin0732,1392,36
5367,Galecki,1392,123
5368,casthiel,1392,41
5369,theo1976,1392,23
5370,Rudelijn,1392,57
5371,Moelli,1392,128
5372,aliciabuche,1392,36
5373,xagabi,1392,62
5374,drewster75,1391,25
5375,MisterHarris,1391,61
5376,Snadi83,1391,117
5377,igormadej2707,1391,43
5378,purplekush,1391,129
5379,Zeleyane,1391,84
5380,lovestori92,1391,67
5381,darabia118,1391,23
5382,lellu,1391,21
5383,f0rken,1390,223
5384,GlitterKitty,1390,22
5385,Imrielle,1390,836
5386,Redxrocket,1390,63
5387,vierk4nt,1390,23
5388,Popsrig,1389,997
5389,ronwcole,1389,425
5390,Lhrubin1,1389,123
5391,gordon_hall,1389,42
5392,Count of Apex,1389,148
5393,patrym,1389,254
5394,Raven Menwin,1389,27
5395,Beesonifty,1388,110
5396,Lindsray,1388,111
5397,Falziner,1388,122
5398,bnflhh,1388,24
5399,JameBones,1388,137
5400,stingray47,1388,311
5401,Ullisse,1388,24
5402,Nmf80,1388,21
5403,Wagner Joker,1388,179
5404,fylodindon,1387,52
5405,Fishburger,1387,25
5406,Captain Hawkwind,1387,409
5407,Gingerone15,1387,48
5408,Oeilvert,1387,48
5409,retsuza,1387,153
5410,HiWapple,1387,110
5411,Toma021,1387,50
5412,ntpayne29,1387,71
5413,anoothkr,1387,292
5414,hjb123,1387,1538
5415,j1n1gekko,1386,762
5416,Kiiiim,1386,68
5417,earl.ruff,1386,48
5418,giftofel,1386,124
5419,LioneLLa,1386,82
5420,Indigo Cyclops 864,1386,42
5421,pistola__,1386,53
5422,Baca,1386,241
5423,Ferrain,1385,66
5424,segulin22,1385,49
5425,Wallabie,1385,159
5426,Laurachan,1385,42
5427,Hennik2019,1385,46
5428,paradebeispiel,1385,120
5429,rakshith91,1385,53
5430,bon_bon,1385,113
5431,whatislave,1384,21
5432,gdboling,1384,28
5433,Elldarioss,1384,156
5434,Prodigio,1384,29
5435,zolibá,1383,47
5436,sailingsteph,1383,32
5437,woodsy142,1383,47
5438,DimiPampo,1383,21
5439,Naija,1383,24
5440,Natt-,1383,20
5441,pannap94,1383,90
5442,Vlenn,1383,54
5443,Schokolade,1383,65
5444,katertot00,1382,38
5445,bears_beats_battlestar_gallactica_,1382,25
5446,Electrolight,1382,23
5447,ThomasHornung,1382,32
5448,xzoc,1381,52
5449,diabeuzpiekieu,1381,48
5450,jfluque,1381,78
5451,Kasabonito,1381,33
5452,fluffypants,1381,55
5453,RRobert,1381,301
5454,brian00,1381,164
5455,Mirbi,1380,22
5456,gerblinTamer,1380,24
5457,radaliendad,1380,23
5458,Naghta,1380,59
5459,Jheresay,1380,138
5460,bytecrunch,1380,697
5461,game over 56,1380,23
5462,MARSGEN,1380,115
5463,Exaltofulgor,1379,106
5464,Bucolique,1379,425
5465,talawolf,1379,30
5466,DenytheDay,1379,61
5467,YogaPranaZen,1379,93
5468,gaelled49,1379,46
5469,vmartinazzi,1379,88
5470,djswobodny,1378,33
5471,Mailouche,1378,29
5472,kolio132,1378,87
5473,lavajess,1378,332
5474,Valemte,1378,53
5475,PopeScooby,1378,30
5476,Digges,1378,21
5477,Boosie,1378,70
5478,JaredKarlsson,1378,24
5479,Floeckchen,1378,294
5480,Bud_Fox,1377,128
5481,smeris,1377,203
5482,beetlover,1377,133
5483,EliTheBarrowBoy,1377,35
5484,Klaudio76,1377,40
5485,toutfuite,1377,130
5486,dkhos,1377,22
5487,Gueddy,1377,134
5488,brarian,1376,43
5489,Logan1988,1376,369
5490,cathyiscool,1376,24
5491,Tessaplac,1376,48
5492,chenglap,1376,204
5493,FLO77,1375,45
5494,Avramparis,1375,40
5495,tree nut,1375,69
5496,LordTsafar85,1375,99
5497,Rocdocts,1375,28
5498,Flypaper,1375,59
5499,Nikki31,1375,568
5500,adadtryin2play,1375,96
5501,Linchy,1374,31
5502,DangoDC,1374,41
5503,Hyesja,1374,504
5504,hectorki,1374,532
5505,Wurst,1374,113
5506,Zinozavr,1374,128
5507,johnbond81,1374,28
5508,Valrahni,1374,136
5509,Vanguy22,1373,277
5510,rizos83,1373,33
5511,DEEPCOMA,1373,135
5512,Girlzgametoo,1373,411
5513,Akimbowles,1373,186
5514,maldekapp,1372,927
5515,peddie,1372,36
5516,mallee,1372,27
5517,hannah304,1371,32
5518,Vinkert87,1371,48
5519,Ana Maisuradze,1371,252
5520,elvis1004,1371,35
5521,Hemy,1370,60
5522,Królowa Demonów,1370,81
5523,stromatolite,1369,27
5524,Anyasarki,1369,22
5525,i386,1369,35
5526,m_geris,1369,227
5527,fox-emtp,1369,480
5528,RogerCasla,1368,56
5529,Schlaflos in Seattle,1368,848
5530,The Hive,1368,62
5531,Let_Terra,1368,57
5532,Starbuster01,1367,38
5533,der_rote_graf,1367,133
5534,Dangermouse82,1367,425
5535,BaronCastle,1367,43
5536,ShinobiAX,1367,153
5537,Kriss07,1367,33
5538,MarieEline,1366,91
5539,LordSzabi73,1366,49
5540,Menolly07,1366,73
5541,somekindabliss,1366,115
5542,cwill205,1365,141
5543,SBucki,1365,40
5544,nexpyru,1365,127
5545,ksenalik,1365,65
5546,lacasyta2002,1365,477
5547,flyingfranke,1364,45
5548,exmish,1364,103
5549,spaceman_spiff19,1364,27
5550,feszter,1364,250
5551,maselki,1363,24
5552,robertapehar,1363,67
5553,mjkrbt,1363,44
5554,CaptStickman,1363,51
5555,GGleize,1363,229
5556,markng89,1363,85
5557,bennylava2020,1362,59
5558,soner,1362,44
5559,peacheyp,1362,70
5560,tonkanucak123,1362,39
5561,SyntheticDawn,1362,25
5562,Newfigirl,1362,408
5563,Kamava,1361,96
5564,shc1,1361,420
5565,Vitalija,1361,116
5566,moiboi23,1361,36
5567,Tete80,1361,305
5568,Alpheratz,1360,101
5569,Rickstein,1360,73
5570,bolivarjoy,1360,296
5571,jeremy.norton1,1360,773
5572,yasuo1784,1360,51
5573,manuke,1359,140
5574,Zwergenspieler,1359,20
5575,B3n3k,1359,23
5576,Jas0nc,1359,59
5577,Draymar,1359,200
5578,Khielen,1359,68
5579,Jango2020,1358,206
5580,Cmccown,1358,36
5581,cariba682,1357,200
5582,Jocerabdi,1357,1047
5583,"""EPISTÊMÊ""",1357,89
5584,muttitinpot,1356,31
5585,cytsai1,1356,240
5586,laylalayla5,1354,43
5587,viva_kaj_fiera,1354,122
5588,McQueen1,1353,33
5589,pilocik,1353,26
5590,Daywalker_2601,1352,80
5591,maerad7,1352,43
5592,BARLOY1,1352,76
5593,einfachich,1351,29
5594,anamerodio,1351,45
5595,VITUTURK,1351,514
5596,JoyLove_Hope,1351,68
5597,DmanLV,1351,41
5598,Zmrzak,1351,21
5599,teculbert,1351,77
5600,Etelelord,1350,41
5601,Rachul,1350,33
5602,zanekin1967,1349,270
5603,Leonarditus,1349,234
5604,Arely-Elias,1349,236
5605,lily2563,1349,31
5606,King-Dingeling,1349,28
5607,Marcos32,1348,32
5608,Xystus777,1348,45
5609,Rodinka,1347,44
5610,kacia,1347,95
5611,Ehugym,1347,32
5612,mayuraj77,1347,85
5613,melaniemelina01,1347,21
5614,kittylogo,1347,95
5615,ToniFountainy,1346,65
5616,harozi2,1346,96
5617,SantiAle,1346,124
5618,emseger,1346,28
5619,Sagerune,1346,64
5620,ju513513,1345,70
5621,Grisu3931,1344,219
5622,achessnut2,1343,95
5623,OVRLRD7n,1342,949
5624,wadainker,1342,227
5625,Benofx,1342,49
5626,maniamo2,1341,28
5627,ANGELL,1341,2296
5628,Kataza,1341,145
5629,Hisuu,1341,35
5630,SamanthaJoane,1340,31
5631,belettevirile,1340,106
5632,cdsoldev,1340,37
5633,Maleficent6,1339,235
5634,verrine,1339,67
5635,MirkoMars,1339,69
5636,Goldenwun,1339,87
5637,Mattiaschivo,1339,30
5638,morozly,1338,21
5639,Divingcat82,1338,146
5640,dramb,1338,273
5641,sportea17,1338,50
5642,helloo,1337,22
5643,MoonEclipse,1336,126
5644,SasqMN,1336,35
5645,Rococococo,1336,80
5646,modderone87,1336,32
5647,jorjorgame,1335,56
5648,*player7007033,1335,41
5649,klf_nc,1335,50
5650,Anekso,1335,265
5651,Wise Magic,1335,34
5652,po222t,1334,76
5653,POWER GAGOR,1334,59
5654,lettheshadowsfall,1334,54
5655,ceeries,1334,68
5656,PDP11,1333,374
5657,lousdal95,1333,47
5658,goyard,1332,128
5659,NJPolkaDot,1332,45
5660,mistytyner,1332,37
5661,Lore0404,1330,136
5662,anabadia,1330,55
5663,schmutzziege,1329,104
5664,Falkirk blue,1329,60
5665,WRLDBLDR,1329,41
5666,MastaLuc,1329,34
5667,crispx,1329,34
5668,felixtexas,1329,57
5669,stu116,1328,49
5670,Safiye_89,1328,90
5671,Nikklynn,1328,38
5672,Foutchie,1328,96
5673,drjoe18,1328,117
5674,lordmad44HUN,1327,69
5675,stuyou,1327,67
5676,Luke199512,1326,549
5677,Denizduveroglu,1326,44
5678,FlashTheLightning,1326,27
5679,Informeddissent,1326,48
5680,Ptrive01,1325,453
5681,rojo22,1325,96
5682,Nyntabie,1325,68
5683,junoezai,1324,56
5684,Plumaya,1324,183
5685,Alban Skalk,1323,644
5686,Hausfrau,1323,790
5687,franklindevries2,1323,28
5688,Mufurc73,1322,59
5689,btlane330,1322,266
5690,lboubi,1322,119
5691,Arizda,1321,187
5692,Andy1,1321,63
5693,MSantana,1321,56
5694,elvith,1321,43
5695,midapoxy,1320,99
5696,CélineNila,1319,44
5697,anisr,1319,29
5698,Darkzoulette,1319,74
5699,Grakaron,1318,92
5700,noeminka,1318,110
5701,Camsycam,1318,105
5702,Robspars,1317,582
5703,gryffllsplyff,1317,60
5704,Dynalya,1317,64
5705,Matt1967,1317,593
5706,BicheSympa,1317,78
5707,Alicja,1316,74
5708,ianatkins1168,1315,47
5709,Dr_Csokis,1314,85
5710,Girlfunkel,1314,44
5711,Angelhell93,1313,129
5712,tattooverb,1313,300
5713,groshakvalerie,1312,112
5714,STRELLPRO,1312,59
5715,mellou33680,1312,37
5716,kielios,1311,111
5717,Baba2000,1311,80
5718,Czechitout,1311,205
5719,Parali4,1311,44
5720,kairoswas,1309,80
5721,Aud73210,1308,219
5722,ThEFiZzxPlayer,1308,45
5723,Dijitz,1306,99
5724,FrenziedLove,1301,338
5725,mimigarg,1301,93
5726,Yannou45800,1300,73
5727,Codorra,1299,60
5728,plautusp,1295,89
5729,dexterellum,1291,72
5730,Carolien91,1291,68
5731,TrainRaine,1287,587
5732,Genaiku,1286,47
5733,VillainousFoil,1285,334
5734,Lostara Yil,1280,208
5735,hammerkopt,1280,432
5736,Broem,1274,70
5737,Breezy452,1273,110
5738,Mrs Fisch,1272,473
5739,Ladybugg,1270,118
5740,kyros42,1269,667
5741,LakeTheTank,1267,58
5742,Peter64,1267,163
5743,westgoad,1261,50
5744,tomcruise1985,1258,281
5745,JeanKot,1240,103
5746,mangler50,1224,277
5747,sesami0505,1222,1328
5748,Redbuggoose,1212,201
5749,aotobus,1194,165
5750,Sanymae,1139,145
