Rank,Player,Score,Games Played
2970,anchovy6,1535,80
2971,nickless0,1535,62
2972,MC_Tycoon,1535,390
2973,ValerianRyn,1535,71
2974,hardcore,1535,89
2975,Omegakai,1534,409
2976,Dmitriy Titkov,1534,55
2977,Darcimal,1534,468
2978,AdrAdri,1534,52
2979,glambler,1534,72
2980,Brendon246,1534,100
2981,HYPERTAI,1534,43
2982,hauru49,1534,140
2983,Samisacat,1534,50
2984,jjaa1010,1534,60
2985,ltlmiss2004,1534,26
2986,timjrab,1534,98
2987,PatMcGroin,1534,190
2988,Wwwtin,1534,32
2989,TiewPS,1534,49
2990,Brendan18363,1534,509
2991,player5221089,1534,25
2992,wasans,1534,27
2993,dariuszc,1534,97
2994,Rik the Great,1534,52
2995,Socratic Method,1534,316
2996,Robinbodi,1534,37
2997,Incogtoni,1534,40
2998,Samiylo,1534,162
2999,cukrosbacsi,1534,21
3000,yuryhancharuk,1534,25
3001,TDawg91,1533,56
3002,geromet,1533,118
3003,Vegetabatman,1533,45
3004,johnbl,1533,166
3005,happybunny1990,1533,119
3006,player7142946,1533,37
3007,Puppe Anton,1533,127
3008,Benji34,1533,37
3009,nicolepdx,1533,43
3010,Leehtr,1533,65
3011,jeppelundahl,1533,207
3012,Zalmoxis,1533,283
3013,Yulka-Pulka,1533,29
3014,SwedishPrepper,1533,265
3015,KeySerOne,1533,32
3016,Big_Wig,1532,281
3017,Gunboat Diplomat,1532,27
3018,pikey91,1532,35
3019,dancole2,1532,148
3020,drchoppy,1532,96
3021,HenFjo,1532,43
3022,xQCDangerx,1532,295
3023,Elon_musc,1532,37
3024,victorfaho,1532,195
3025,didhddk99,1532,86
3026,Perkolator152,1532,28
3027,teone,1532,24
3028,ssenalik,1532,68
3029,The Calculator,1532,25
3030,Thesleer,1532,29
3031,joshi1240,1532,48
3032,Sippo,1532,22
3033,richchurch1,1532,20
3034,Xarfaidon,1531,41
3035,wick3d,1531,78
3036,acead,1531,54
3037,PaulaAlvite,1531,187
3038,zedrux1,1531,32
3039,LeeGen,1531,694
3040,yozhikas,1531,118
3041,jeanmichelroots,1531,161
3042,alykhan,1531,315
3043,dave46038,1531,51
3044,Cibalae,1531,97
3045,Arkaael,1531,73
3046,Zephyr3,1531,123
3047,Kusvola,1531,148
3048,buttz4lyfe,1531,30
3049,grzesiekg,1531,25
3050,myaarnine,1531,810
3051,NUTTTT,1531,33
3052,romanzaitsev,1531,27
3053,Dandylion6_9,1531,53
3054,Stoana,1531,80
3055,DaddyGod,1531,191
3056,strangecolours,1531,48
3057,Rresende,1531,255
3058,Mo161,1530,100
3059,Moonmonkey,1530,198
3060,RobertPlaysThis,1530,32
3061,luiza2000,1530,41
3062,douggreen,1530,21
3063,player6026095,1530,1465
3064,Lofo10,1530,67
3065,scottiedragon88,1530,248
3066,Slaus,1530,44
3067,2manhunters,1530,63
3068,Rusty McShea,1530,29
3069,hans23,1530,44
3070,Cheesauce,1530,55
3071,Mitsch0013,1530,474
3072,Cardell,1530,339
3073,m6000+,1530,717
3074,Capitan_Luyyi,1530,29
3075,Konfucius,1530,58
3076,Elisavet,1530,38
3077,Popaderka,1530,139
3078,Mys_Pärsson,1530,84
3079,whiskasman,1530,158
3080,ian_bell53,1530,106
3081,skadami,1530,115
3082,sajjadmzf,1530,34
3083,Bamboocha,1530,29
3084,Terraformerereer,1529,390
3085,anotheracc,1529,43
3086,fmpb,1529,53
3087,Peter Quill,1529,492
3088,xag1967,1529,273
3089,ElonCrusp,1529,605
3090,KaccepH,1529,126
3091,Starship_trooper,1529,85
3092,residentjew,1529,23
3093,Detumescence,1529,145
3094,davidescalante,1529,26
3095,Tomwin,1529,161
3096,eggert,1529,476
3097,LucyTonight,1529,75
3098,aradla_,1529,44
3099,jecckkk,1529,99
3100,nissou,1529,394
3101,Mourice,1529,83
3102,cybergarf,1529,36
3103,Czar127,1529,31
3104,TheDirkKnight,1529,144
3105,corey_v,1529,119
3106,trzygrosze,1528,39
3107,Yoyo_Cool,1528,30
3108,Bouboubzh,1528,111
3109,Rotisseur,1528,217
3110,Timeroz,1528,375
3111,arghilost,1528,36
3112,WeAreTheSeven,1528,26
3113,chewie45,1528,177
3114,Sykron,1528,48
3115,drmambo,1528,22
3116,PitiPL,1528,411
3117,krawol84,1527,176
3118,yukon33,1527,134
3119,Pun_Meister,1527,23
3120,bilodo,1527,22
3121,Bovanovitch,1527,50
3122,manuel_muc,1527,259
3123,Janek321,1527,20
3124,JccWallace,1527,484
3125,Beowulf84821,1527,42
3126,rgmelkor,1527,28
3127,Adive,1527,439
3128,Watney,1527,757
3129,Sonofhades,1527,100
3130,mastanterra,1527,76
3131,Beli Mawr,1527,50
3132,MasterSweb,1527,105
3133,Ashoka 30,1527,103
3134,julliano87,1527,128
3135,sarude,1527,23
3136,Kesrick,1527,148
3137,Lord Hagemeister,1527,33
3138,cronism,1526,274
3139,amenva,1526,72
3140,vovashko,1526,78
3141,pierrelemac,1526,20
3142,SBD650KG,1526,570
3143,Wdewit85,1526,276
3144,sergi k,1526,1169
3145,Yoro The Settler,1526,412
3146,capave,1526,63
3147,Kantong,1526,27
3148,poffdaddy,1526,135
3149,Err0r404,1526,28
3150,djdonaldson,1526,93
3151,Rochel95,1526,35
3152,MindbenderTom,1526,103
3153,hobo_fat_controller,1526,93
3154,tirmanjp,1525,83
3155,Crazymech,1525,47
3156,Climber13,1525,334
3157,Nenad3,1525,300
3158,margozha,1525,142
3159,smile991,1525,21
3160,solar_titan,1525,124
3161,chimowan,1525,76
3162,TFM83,1525,930
3163,MarieLvThu,1525,20
3164,SuperShelly,1525,299
3165,Roman2394,1525,45
3166,Gismork,1525,84
3167,sjberg,1525,280
3168,Hunt0r,1524,49
3169,shaman34,1524,166
3170,Bdakaris,1524,33
3171,edvan,1524,821
3172,Carter97,1524,43
3173,Keelmars,1524,433
3174,Todesstern,1524,111
3175,c1aude,1524,96
3176,westwastingtime,1524,173
3177,Fröbel,1524,295
3178,Ema0451,1524,99
3179,aaloncha,1524,35
3180,YOASK,1523,49
3181,Shancara,1523,51
3182,park103303,1523,78
3183,audreym,1523,272
3184,chrisconsorce,1523,57
3185,Aliegie,1523,36
3186,cribcity,1523,203
3187,vesep,1523,23
3188,kraftman,1523,45
3189,ertay_dios,1523,156
3190,nibbla,1523,63
3191,rmiroy,1523,39
3192,gustov79,1523,36
3193,Grumpy Badger,1523,91
3194,Kamehamehaaa97,1523,173
3195,stevesum,1523,245
3196,leaugust,1523,137
3197,cat eyes mc,1523,75
3198,Bombeyo,1523,29
3199,iDemonicAngel,1522,37
3200,crashman4499,1522,23
3201,Renatias,1522,21
3202,Schni2000,1522,44
3203,RUDL3R,1522,23
3204,AZ88,1522,59
3205,petiteded,1522,27
3206,rpnero624,1522,130
3207,Vika Surn,1522,128
3208,los_superktos1,1522,154
3209,Tiphine,1522,351
3210,RedRogue14,1522,467
3211,scrabblesue,1522,263
3212,StavrosT,1522,22
3213,Bobloy,1522,56
3214,anduril26,1522,896
3215,kairy,1522,192
3216,Keyring129,1522,26
3217,lenahoha,1522,72
3218,DMflower,1522,70
3219,werner900,1522,126
3220,player5958952,1522,157
3221,Mihail_M,1522,190
3222,bororong,1522,74
3223,Chuckykk,1522,37
3224,BakerBran,1522,22
3225,axis1970,1522,119
3226,Fatteme,1522,23
3227,baroquenspirit,1522,311
3228,dima_business,1522,52
3229,Zodiacekk,1522,54
3230,Masta Ace,1522,48
3231,CormacMcArt,1522,34
3232,LODDE,1521,38
3233,jordangoulet13,1521,65
3234,Stringent,1521,126
3235,bszloboda,1521,31
3236,erickpit,1521,41
3237,zenoxe,1521,94
3238,KurnDoughan,1521,81
3239,ParaffinDrinker,1521,27
3240,player7160417,1521,36
3241,Natali28shelli,1521,80
3242,AnaisNarwa,1521,326
3243,Kuranosuke,1521,616
3244,NoOneThere,1521,71
3245,franzheinen,1521,93
3246,player6125715,1521,337
3247,MikeGilead,1521,177
3248,DragonWargamer,1521,20
3249,Yeto,1521,116
3250,Bron-Y-Aur Stomp,1521,20
3251,Malcador1978,1521,31
3252,Reiketsukira,1521,113
3253,nogall,1521,52
3254,Gareth_JS,1521,27
3255,Holypan,1521,59
3256,Arishem,1520,32
3257,AstroMegs,1520,601
3258,tdowns,1520,64
3259,AC Hanau,1520,909
3260,Karlmartinmossberg,1520,100
3261,benji92i,1520,24
3262,musmomindo,1520,25
3263,marsformation earth,1520,336
3264,GrosMinet,1520,21
3265,Schuimi,1520,29
3266,Curman,1520,178
3267,Aphelandra,1520,81
3268,Taco Belle,1520,54
3269,daviar,1520,184
3270,Drew1987,1519,297
3271,lan0028456,1519,63
3272,JohnDoe327,1519,87
3273,Tymson,1519,46
3274,nickella,1519,46
3275,uublazej,1519,66
3276,Mahitakool,1519,60
3277,huittinen,1519,144
3278,Lamite78,1519,237
3279,mediocresurgeon,1519,128
3280,Valtz,1519,305
3281,BargaLups,1519,52
3282,Rogueignis,1519,216
3283,niki_bg,1519,296
3284,PanPiela,1519,28
3285,tyersz,1519,104
3286,Mister Lopatka,1519,83
3287,GrayDP,1519,22
3288,Werekingdom,1519,95
3289,bulemfu,1519,112
3290,s8n_gg,1519,187
3291,GorzkaGoszka05,1519,75
3292,JLAA,1519,39
3293,Mochi_Dawn,1519,277
3294,KamQuoss,1518,120
3295,antiq05,1518,46
3296,Perlsan,1518,146
3297,Lucky B,1518,28
3298,Vasil93,1518,47
3299,FeudalPig,1518,524
3300,jarizard1,1518,22
3301,tickettokaty,1518,51
3302,benthy,1518,173
3303,kardons,1518,24
3304,Hunnamedlarry,1518,30
3305,ChrisSturt,1518,32
3306,haughtmon,1518,155
3307,mattmilc,1518,23
3308,ShiftyDuvet,1518,956
3309,Beobuf,1518,171
3310,uferan,1518,241
3311,atobalina,1518,286
3312,denislavwto,1518,264
3313,BenediktG,1518,97
3314,Dyy13,1518,44
3315,bizdan,1517,139
3316,rbeltran,1517,222
3317,vospe,1517,468
3318,SoulsHunterX,1517,88
3319,misjaroeleveld,1517,258
3320,GARLICD0G,1517,47
3321,JCrossMFB,1517,1927
3322,Lord Kasus,1517,175
3323,FishbowlGirl,1517,119
3324,Gawhier,1517,176
3325,mundurjon,1517,41
3326,willieb2023,1517,67
3327,thegregk,1517,21
3328,tom_1,1517,46
3329,Devangelo,1517,26
3330,ccbbs,1516,276
3331,zlehma,1516,172
3332,lnunley,1516,72
3333,Nijishi,1516,149
3334,Scarlet27,1516,102
3335,marsdon,1516,52
3336,ritspits,1516,249
3337,genghis tron,1516,120
3338,Padoz,1516,22
3339,MARtianPower,1516,29
3340,vision2,1516,63
3341,Tincho951,1516,30
3342,skabbigtant,1516,96
3343,Easel,1516,27
3344,MAX PRO,1516,32
3345,Razmo78,1516,331
3346,ruoele,1516,223
3347,hershmeister,1516,575
3348,Simplelux,1516,150
3349,KnightStorm01101,1515,59
3350,Speedy--,1515,80
3351,friuti,1515,20
3352,Heisenberg_77,1515,125
3353,Rugrules,1515,913
3354,satanas001,1515,154
3355,TheNoobRages,1515,217
3356,SkinlessWizard,1515,142
3357,Devwar10,1515,259
3358,jcanderson42,1515,1620
3359,DenA6,1515,106
3360,sterio84,1515,59
3361,JennyWren1983,1515,398
3362,singerf,1515,238
3363,What Child Is This,1515,48
3364,tyhebel,1515,635
3365,mpbs1990,1515,31
3366,Trashy FeeFee,1515,707
3367,mr Pudge,1515,61
3368,Sterminateur,1515,52
3369,JuniMarsattack,1514,678
3370,MarsLeite,1514,116
3371,jmarkz,1514,24
3372,SQUBI67,1514,35
3373,player4890769,1514,147
3374,Krzysiek G,1514,2034
3375,29Hand,1514,207
3376,kerkael,1514,21
3377,2021wolverine,1514,38
3378,mhannah121,1514,32
3379,Grovesley,1514,112
3380,IloveYou,1514,111
3381,kitilyes,1514,22
3382,WR1920,1514,430
3383,tuvi_1c,1514,71
3384,SebGold,1513,153
3385,Boosie,1513,115
3386,TheBearCow,1513,35
3387,Krakentoaster,1513,35
3388,firesheep9976,1513,35
3389,frenchfrogger,1513,77
3390,kublord,1513,26
3391,FD82,1513,112
3392,hubology,1513,38
3393,diegogat,1513,217
3394,KristianMedK,1513,390
3395,guru_uru,1513,28
3396,Tryharder0,1513,106
3397,sumo24,1513,79
3398,Pasior,1513,88
3399,SpieleKathi,1512,31
3400,Cheerkus,1512,43
3401,Toño,1512,322
3402,paxy,1512,171
3403,Chabannou,1512,387
3404,dzastusmazeika,1512,22
3405,mergenoob,1512,26
3406,DeathBySprnkles,1512,162
3407,Sorgrid,1512,138
3408,punkfusion92,1512,184
3409,Lidnerae02,1512,176
3410,Nazgully,1512,36
3411,bluebird1989,1512,499
3412,LIZZBAWS,1511,79
3413,ludobrumant,1511,506
3414,dubever,1511,113
3415,T4terT0t,1511,98
3416,StarAndrew,1511,31
3417,johnnyc94,1511,21
3418,andy55,1511,55
3419,horiamv,1511,234
3420,Yaretski,1511,47
3421,no_use,1511,109
3422,SkittleNips,1511,139
3423,yresk1,1511,102
3424,Veganees,1511,37
3425,Floeckchen,1511,310
3426,hyodoong,1511,87
3427,Yupipi,1511,20
3428,Meekay,1511,20
3429,kor tr,1511,439
3430,Nave808,1511,171
3431,Fenrohir,1510,20
3432,CarmenroSa,1510,20
3433,jjkkyy,1510,73
3434,Wibroe,1510,49
3435,ssstrts,1510,184
3436,laFanster,1510,178
3437,The-Kinsinator,1510,155
3438,Onixwar,1510,32
3439,ammo1231,1510,748
3440,neverhudo,1510,191
3441,submitlock,1510,21
3442,katedys,1510,52
3443,Gman19,1510,275
3444,koraia,1510,30
3445,ChacalAk,1510,24
3446,mackintoshdan,1510,33
3447,SleepyO,1510,113
3448,Blevens,1510,43
3449,MickLefeber,1510,23
3450,tino729,1510,33
3451,lilwen88,1510,22
3452,MoffBucko,1510,98
3453,DaniElMawe,1510,21
3454,zalikovka,1510,68
3455,Juleko91,1510,46
3456,vince_saint,1510,23
3457,FruJungdal,1510,289
3458,last117,1510,42
3459,AVHoff,1510,279
3460,LingusMokeCorp,1510,531
3461,teteoeuf,1510,88
3462,pompounet,1509,190
3463,Diosd,1509,63
3464,jeongs,1509,195
3465,Yomad,1509,100
3466,AmazingPoulouche,1509,21
3467,SUNGJUNE,1509,36
3468,Chicowill,1509,310
3469,Zedom,1509,111
3470,Asdfghjklej,1509,868
3471,Veth544,1509,54
3472,andrei_the_wise,1509,77
3473,Forteskk,1509,39
3474,apesmac,1509,107
3475,eanderson,1509,37
3476,TadRathers,1509,277
3477,pizd4,1509,32
3478,player6527352,1509,154
3479,Conxer,1509,93
3480,Varner,1509,28
3481,Hakuba0926,1509,41
3482,ulvaryl,1509,31
3483,likeagingerr,1509,31
3484,elCubito,1508,139
3485,olgakapi,1508,2233
3486,Elusiv3Pastry,1508,24
3487,jindovuive,1508,260
3488,Spaxen,1508,86
3489,Not A Reptilian,1508,25
3490,Faukna,1508,193
3491,thrxh,1508,42
3492,wowanama,1508,199
3493,NayaMatsMouts,1508,406
3494,LoginAlreadyTaken,1508,58
3495,OnlyPlayBristle,1508,32
3496,JakeFree,1508,123
3497,AkshnJacksn,1508,133
3498,colin sayles,1508,386
3499,Captain Grug,1508,67
3500,Slipercool,1508,29
3501,ste2108,1508,121
3502,Schaulustigrrr,1508,80
3503,Torsten Suhren,1508,1172
3504,Uncle_D,1508,134
3505,coqui82,1508,760
3506,Mrozik,1508,36
3507,Gunasu,1508,20
3508,ashbyc,1507,468
3509,player3260497,1507,93
3510,bartekpalma,1507,25
3511,hanfbacke123,1507,27
3512,Juststeelftw,1507,152
3513,Simon VW,1507,112
3514,yokkaichiman,1507,30
3515,Arwen_1985,1507,69
3516,xxMARKUSxx,1507,57
3517,Seneca123,1507,36
3518,macasacatac,1507,108
3519,Kölsch111,1507,55
3520,Tusis97,1507,91
3521,newboardsplease,1507,219
3522,centaur4diseasecontrol,1507,36
3523,cytsai1,1507,268
3524,yt24ts18,1507,61
3525,szechla22,1506,20
3526,fransotto,1506,105
3527,juzdoit,1506,64
3528,barbra,1506,26
3529,Per0xyde,1506,20
3530,CatanWest,1506,45
3531,amikelov,1506,65
3532,ArtemDoW,1506,130
3533,The Irken Elite,1506,166
3534,Joann,1506,67
3535,player1042698,1506,376
3536,nanyerd23,1506,117
3537,Ruhun,1506,55
3538,peaceintheworld,1506,58
3539,merinks,1506,76
3540,Dorian123,1506,57
3541,Dorian123,1506,57
3542,ksstos,1506,22
3543,almen2000,1506,39
3544,Lorsks,1506,60
3545,whipping_girl,1506,32
3546,Fakkmeister,1506,34
3547,grannyweatherwax,1506,84
3548,Piotrek23000,1505,189
3549,Zonzer,1505,414
3550,awesome1990,1505,92
3551,Moskier,1505,28
3552,Ba3oH,1505,292
3553,grinia,1505,128
3554,seOgull,1505,62
3555,Cicile,1505,323
3556,Thunderboy84,1505,82
3557,laurenkane2604,1505,77
3558,Last_michael,1505,51
3559,teramat,1505,28
3560,Brilyn,1505,34
3561,Alabama1977,1505,507
3562,Akira Kataiama,1505,95
3563,Vivid1985,1505,497
3564,darwinophile,1505,434
3565,snoopski,1505,352
3566,Thy_Burger,1505,135
3567,biondapolare,1504,98
3568,knara,1504,90
3569,player503660,1504,187
3570,zool_ko,1504,483
3571,mprec,1504,30
3572,Hydralisk,1504,37
3573,barneythecantankerous,1504,67
3574,PinguP,1504,155
3575,Makkenakke,1504,817
3576,yeldah,1504,27
3577,Joppest,1504,112
3578,Grege,1504,21
3579,Lofoten,1504,38
3580,regnah,1504,254
3581,lordheffa,1504,38
3582,Shoelesspete,1504,106
3583,YOUriel,1504,197
3584,Guepard07,1504,21
3585,brysni4ka,1504,178
3586,lindasrova,1504,204
3587,dleogml15,1504,90
3588,rgotberg,1504,81
3589,player5952110,1504,53
3590,maszyna1n,1503,144
3591,bechu,1503,85
3592,Jsanj2,1503,66
3593,happyfab,1503,169
3594,bennettmj28,1503,103
3595,porfirogenis,1503,148
3596,adrianobf,1503,347
3597,Futrzak,1503,59
3598,Alekto_Shredder,1503,42
3599,DerDave,1503,31
3600,p3i-,1503,242
3601,Lajm Desperado,1503,111
3602,ImogenMichel,1503,80
3603,Rollerbllade,1503,40
3604,maarcelacl,1503,433
3605,BeijandoEstrelas,1503,20
3606,ksutau,1503,129
3607,Chubmonger,1503,35
3608,VinnyMe,1503,218
3609,BarelyBreathing,1503,242
3610,MIKELINGEI,1503,111
3611,anderssonmr,1503,76
3612,charlieamer,1503,41
3613,Qhom,1503,59
3614,Stripe999,1503,249
3615,Carl Monday Pub,1503,28
3616,Laraneitor,1503,65
3617,threestar4,1503,163
3618,Nudelpapa,1503,21
3619,Elenuss,1502,27
3620,nerfherder20,1502,47
3621,Jane S Walker,1502,20
3622,dscarron,1502,34
3623,Heidi04,1502,219
3624,hophophop,1502,157
3625,Sweno_Curns,1502,60
3626,Subversive2524,1502,25
3627,ziggstomp,1502,155
3628,Erikura,1502,1310
3629,SIR_RAYDON,1502,296
3630,tesimax,1502,911
3631,julileni,1502,48
3632,Hoodra,1502,104
3633,Lansgurk,1502,85
3634,tjebb,1502,29
3635,calfpen,1502,29
3636,Hurtin'forASquirtin',1502,517
3637,Alexo-San,1502,28
3638,BiKutoRuX,1502,807
3639,El Manco,1502,82
3640,KillerDeath12321,1502,85
3641,JnPauBrHi,1502,89
3642,ballgi,1502,61
3643,AngelTauros,1501,30
3644,Tavuz,1501,165
3645,Gink Opaz,1501,37
3646,Sanzi,1501,481
3647,GreyLancaster2,1501,85
3648,lunae_lumen,1501,582
3649,CuteBigHead,1501,251
3650,NovyStar,1501,47
3651,sivad900,1501,42
3652,Terraformingdinmor,1501,129
3653,Hbeone,1501,39
3654,Justynczan,1501,65
3655,aly31,1501,214
3656,verde97,1501,38
3657,Calippo02,1501,188
3658,Brogar,1501,53
3659,chezzelwit,1501,125
3660,Senorfleisch1,1501,43
3661,superdog,1501,186
3662,DANS0,1501,155
3663,Darko_2020,1501,101
3664,dedpanfil,1501,117
3665,Avereguero,1501,82
3666,leekwen,1500,43
3667,Timbers2000,1500,49
3668,bogwitch,1500,149
3669,jasonofearth,1500,27
3670,player6463638,1500,22
3671,codyhybiak,1500,60
3672,beni.gdlr,1500,132
3673,Ferdy1985,1500,187
3674,Dmirtii,1500,161
3675,Dragonium,1500,32
3676,]umpyMcTwist,1500,38
3677,Eldarendil+,1500,128
3678,FreeStylerDJF,1500,27
3679,Srebrnoreki,1500,89
3680,Mangalshastry,1500,79
3681,Dubnugget,1500,33
3682,Fr3aker,1500,69
3683,Keith825,1500,41
3684,Lamsonikson,1500,21
3685,madzia98,1500,22
3686,emdash,1499,66
3687,OsoFestive,1499,101
3688,Himura,1499,64
3689,Wittenhoff,1499,23
3690,mastakkila,1499,305
3691,Lyonel17,1499,163
3692,22Suited,1499,118
3693,Uffa86,1499,63
3694,Lokkeson,1499,33
3695,stevefox,1499,29
3696,cntrooper,1499,21
3697,hestesandra,1499,198
3698,AnEternal,1499,22
3699,ChippieNaseweis,1499,445
3700,Pierre1795,1499,38
3701,RockefellerRules,1499,53
3702,Mlu74,1499,168
3703,doGGod,1499,37
3704,nsj75,1499,468
3705,Ezing,1499,139
3706,nikman0149,1499,458
3707,crinson_soul,1499,34
3708,Sauron78,1499,176
3709,robin.brown,1499,159
3710,wkrause,1499,186
3711,player7127588,1499,20
3712,Chiana0815,1499,30
3713,qzka,1499,20
3714,BlueBird123,1499,93
3715,Tarkil42,1498,38
3716,Zeyonthegreen,1498,140
3717,olia_mia,1498,69
3718,sente,1498,33
3719,skiski711,1498,20
3720,monkeyboy9,1498,180
3721,Hilberius,1498,201
3722,Vladimeier,1498,148
3723,Memczyslaw,1498,51
3724,Caruso99,1498,319
3725,TaiLunga,1498,134
3726,era9bl00d,1498,269
3727,SilentWeasel,1498,132
3728,davincishogi,1498,344
3729,the_evil_k,1498,114
3730,DirtyRolande,1498,82
3731,johjar,1498,101
3732,Parzymo,1498,101
3733,ciuss,1498,54
3734,Ebonbolt,1498,23
3735,SeoulTrain38ll,1498,296
3736,skyes3550934,1498,240
3737,Javas7,1498,126
3738,dhkdql6000,1498,283
3739,LordOfVoid_vr,1498,35
3740,WaGLaG,1498,74
3741,FourEyedBeardo,1498,636
3742,Towanda,1498,82
3743,Aldo1991,1498,104
3744,midorimanex,1497,37
3745,Dimitriss,1497,32
3746,Orasme,1497,865
3747,aimanio,1497,44
3748,-Bry-,1497,123
3749,SoBeN,1497,134
3750,Henning1,1497,35
3751,Houttijn,1497,703
3752,Bean4,1497,72
3753,PatrickC06,1497,78
3754,Mukkesteri,1497,293
3755,Jengen,1497,37
3756,redestroyer12,1497,95
3757,Arak9929,1497,2368
3758,Lasagnadog,1497,141
3759,Absturzking,1497,124
3760,syncerely,1497,35
3761,Thales624,1497,862
3762,Mister tortellini,1497,23
3763,TMFT1000,1497,366
3764,Suzy11,1497,142
3765,The Tim,1497,31
3766,DenisGull,1497,258
3767,dikon63,1496,81
3768,nemokor1992,1496,78
3769,TheGiggles,1496,48
3770,HRSpange,1496,491
3771,CteFun_,1496,57
3772,Liboor,1496,20
3773,Icemancometh123,1496,167
3774,benepaille,1496,429
3775,GoTSlim,1496,128
3776,roachrush,1496,698
3777,Jackatackawacka,1496,176
3778,Azzon,1496,148
3779,Voltybeast,1496,21
3780,barkingfr0g,1496,27
3781,Nepomuk333,1496,50
3782,Sad_beaver,1496,78
3783,Jeronnimo,1496,141
3784,patrym,1496,289
3785,highelf,1496,29
3786,Tanya 11,1496,181
3787,coudflo,1496,53
3788,ProfBotron,1496,25
3789,LuccoPL,1496,319
3790,Camper_Karl,1496,283
3791,SheikhSheed,1496,46
3792,fdoer,1496,88
3793,Vimaire,1495,247
3794,gvball,1495,24
3795,wenry,1495,360
3796,Etienne RIBLET,1495,23
3797,OsmoticHedgehog,1495,83
3798,Harambaexox,1495,149
3799,DaenaC,1495,47
3800,linyatta1,1495,34
3801,znarkeluff,1495,27
3802,Hkynut,1495,188
3803,Luthien DaSilva,1495,112
3804,hyene,1495,403
3805,LioneLLa,1495,105
3806,dheness,1495,21
3807,elHueve,1495,26
3808,wannimaus,1494,64
3809,Voislav,1494,24
3810,F_KL4U5,1494,57
3811,Flejmer,1494,33
3812,Filander,1494,32
3813,Invictus I,1494,26
3814,Carlborgaren,1494,24
3815,Schmoockler,1494,354
3816,dclare81,1494,940
3817,Orthobullets,1494,63
3818,chrishpl,1494,68
3819,jmchey,1494,67
3820,grimweasel,1494,188
3821,Wuuu,1494,24
3822,Gkilla50,1494,38
3823,CORSAIR91,1494,479
3824,Lisa204,1494,50
3825,Sinnack,1493,166
3826,Skunker,1493,348
3827,ryuuzakill,1493,38
3828,Desh,1493,54
3829,Smgvet,1493,30
3830,JPsnel,1493,369
3831,lodaran,1493,52
3832,Stonesquas,1493,24
3833,nilmsl,1493,420
3834,lightingguru,1493,39
3835,rawrmeowpurr,1493,20
3836,Heatherbear714,1493,641
3837,Micky007,1493,43
3838,bigderryberry,1493,39
3839,Bakalaka,1493,217
3840,Fiffen,1493,245
3841,Lukas1983,1493,65
3842,tobi07,1493,22
3843,player6049054,1493,116
3844,JoshuaTMagoo,1493,26
3845,geraldroy,1493,131
3846,pinchy,1492,183
3847,NiltinGOD,1492,45
3848,Skryte,1492,59
3849,FEFETOP,1492,98
3850,TruthSeekerServant,1492,189
3851,Pink Cake,1492,114
3852,KINGSTEF,1492,119
3853,Jossiee,1492,33
3854,Makonu1,1492,78
3855,kidavalon,1492,48
3856,Beth12am,1492,772
3857,Grkss,1492,402
3858,HerrAllan,1492,193
3859,leahBOT,1492,66
3860,alra0351,1492,20
3861,jattzturk,1491,66
3862,a new girl,1491,37
3863,kokoty,1491,26
3864,Pukul,1491,67
3865,there924,1491,644
3866,nane,1491,60
3867,ninjagogo,1491,47
3868,CoCoJoke,1491,28
3869,Pashur,1491,222
3870,GreyLancaster4,1491,39
3871,kristenmroberts,1491,395
3872,serega777,1491,29
3873,839761539,1491,37
3874,jpschorsch,1491,71
3875,DaddyBaezos,1491,42
3876,99Bats,1491,233
3877,abirixus,1491,71
3878,vbarber820,1491,32
3879,Zigmundo,1491,42
3880,agcgartag,1491,48
3881,ElonBusk,1491,258
3882,loathario,1491,52
3883,Redrekko,1491,28
3884,OptimusPrinceps,1491,87
3885,kurreif,1491,1827
3886,player5978590,1490,208
3887,lawrencef88,1490,42
3888,DamonDietz,1490,34
3889,Marxim,1490,48
3890,Srien,1490,31
3891,CthulhuHandLuke,1490,40
3892,darga89,1490,25
3893,kookieventures,1490,264
3894,laurelcat,1490,96
3895,PawelForever,1490,46
3896,GeneralSurprise,1490,72
3897,ACkwHOM,1490,38
3898,TiErica,1489,138
3899,forsbergolivia,1489,371
3900,Stolzbart,1489,102
3901,S1NFLUX,1489,27
3902,MaartendeB1976,1489,569
3903,Jamie The Baby,1489,125
3904,Youf,1489,201
3905,WOODY12K,1489,101
3906,md808,1489,132
3907,Badscoter,1489,118
3908,jllamb,1489,28
3909,TheMarsDude,1489,116
3910,flyby86,1489,37
3911,klb1,1489,56
3912,whatislave,1489,53
3913,matmat76,1489,107
3914,Dennis the Destroyer,1489,134
3915,Dogter Mlem,1489,326
3916,Trustor,1489,62
3917,ML Spitfire,1489,28
3918,Marak212,1489,31
3919,jeanlognay,1489,257
3920,Felixps,1488,28
3921,Happy Goose,1488,155
3922,TheTrueDragonLord,1488,50
3923,bighi123,1488,51
3924,manzur77,1488,100
3925,player5934128,1488,38
3926,Tiranda,1488,170
3927,Reggaeirie1,1488,61
3928,heidi1804,1488,40
3929,graymouser65,1488,429
3930,Rikzel,1488,89
3931,sora14,1488,86
3932,robocop666,1488,641
3933,Khepri33,1488,70
3934,Korby24,1488,30
3935,Sur5er,1488,33
3936,mong,1488,333
3937,Qanthor,1488,44
3938,TianXL,1488,127
3939,Mingalar,1488,125
