Rank,Player,Score,Games Played
1,Bennyake,2163,233
2,djParker,2122,863
3,Primrose',2110,176
4,Qualitaetsgarant,2108,194
5,podge2hodge,2099,220
6,andalusite,2083,102
7,tomohironunu,2081,1238
8,AD1NHO,2076,135
9,TAMPNGFABRIKEN,2075,187
10,Juti,2049,110
11,chardie,2048,540
12,h0dge3p0dge,2045,98
13,PointTuna,2039,606
14,hughieg1230,2035,1121
15,SzyBek45,2035,690
16,RonaldMexico,2033,164
17,player1585795,2032,77
18,lisiacz,2030,674
19,LowlanderGK,2028,86
20,snikendeteppe,2022,429
21,Tomczak,2021,107
22,Figil,2015,852
23,aquilinx,2012,855
24,Eyjafja11ajoku11,2007,1194
25,xaxaxaxI,2006,1297
26,EnzymCatalyst,2006,697
27,Kulikk,2006,317
28,Ghaleon,2004,1451
29,SomeGlitch,2004,409
30,Broman,2004,487
31,splitalterego,2003,349
32,Pedes53,2001,641
33,Ciff,1999,972
34,Please Delete I Win Credicor Thank You,1997,112
35,HighlanderKG,1994,1283
36,Random Ronny,1990,123
37,REV.STARSCREAM,1989,571
38,jukut,1988,1234
39,solmyrs_lightning,1985,792
40,adysk,1984,333
41,eksteroog,1981,1693
42,YouShouldTrain,1979,750
43,GenuineGold,1973,907
44,KaIIutaHKyctoB,1972,172
45,sSbilf,1971,161
46,ChopyChop,1968,1481
47,MisterBarca,1967,316
48,davidskywalker,1964,613
49,Yoshikuru,1964,171
50,FrooliN,1964,143
51,Gaming With George,1963,252
52,Meept,1960,110
53,King Babbysaurus,1956,703
54,jonnyalmost,1955,327
55,chexarito,1954,475
56,youwind,1954,245
57,-Lumiukkox-,1952,101
58,valeDictorian,1951,189
59,Storm92,1946,762
60,beat94,1945,200
61,jpatche,1945,853
62,ThankYouForSmoking,1944,855
63,Katttt,1944,205
64,Dave_ad_hoc,1943,724
65,Bunnu,1943,1775
66,markov90,1942,883
67,JovianOverlord,1942,105
68,w_buko,1941,151
69,Morkian,1941,183
70,DL3228,1940,437
71,player7136405,1939,140
72,Bl0wYouAway,1938,423
73,Kymlicka,1937,390
74,Me0www,1936,1102
75,Just lucky,1936,138
76,Kosmoski,1936,706
77,jussius,1934,110
78,sog_supernova,1933,777
79,Alphicans,1933,968
80,Damian_Kalinowski,1932,333
81,LuisXIV,1931,1146
82,Dead_Bone,1930,371
83,Dashdo,1929,49
84,jwatters,1928,171
85,SirSmoke,1928,484
86,JanOak,1925,466
87,tedler,1925,75
88,Hachex,1922,548
89,AI - Terrible,1921,269
90,bartek89,1920,620
91,ThothTheRaven,1920,167
92,PhilRuffin,1919,574
93,smartyyy,1918,208
94,kin9,1918,462
95,WildWushu,1916,407
96,kramnworb,1914,295
97,sangoku,1912,756
98,player7171424,1911,22
99,Der_Maister,1911,350
100,Eye_wander,1909,315
101,Inspe,1908,136
102,DVD91,1908,432
103,Mały Farciarz,1907,1087
104,DONXDONXDON,1907,157
105,kemu_kemu3,1906,1097
106,kepsu,1905,573
107,m3i_,1905,1915
108,Silent Samba,1903,291
109,Jgala,1901,405
110,Jacob Cream,1900,83
111,ECF_Handygamer,1900,117
112,KhadyRules,1899,360
113,GoodLuuking,1899,1186
114,Matjaas,1898,303
115,deantheatre,1897,567
116,sadarchie,1897,616
117,agent_snolders,1897,576
118,Cefta,1896,253
119,player7109707,1896,43
120,Alt217,1895,245
121,DKLM,1894,218
122,ofraiche,1891,406
123,gggg,1890,1796
124,kvntrng168,1890,1280
125,WenYu0007,1888,207
126,SrPatata,1886,47
127,Marsohod2000,1886,190
128,levas,1885,1384
129,Tipi13,1885,1626
130,houmeu,1884,980
131,restirw,1884,261
132,teamsquish,1884,339
133,MarvinTheBear,1884,203
134,tjreid1,1882,2325
135,johnnysunshine42,1881,1202
136,B4do,1880,650
137,skyz0r,1880,308
138,elsene,1879,55
139,sandino,1878,128
140,nukeluncheon,1878,52
141,schneeklozar,1877,178
142,kaiserschmarrn,1875,280
143,LoloNoob,1874,375
144,Rasmus1977,1874,343
145,_tucker_,1874,257
146,Underdog4,1871,571
147,revun,1870,210
148,Dadelhead,1869,332
149,AstronautAaron,1869,87
150,manasajt,1869,126
151,Nnniii,1868,164
152,Venuphile,1868,161
153,cdel,1867,289
154,Aguero16,1867,487
155,Viza,1867,326
156,Valibo,1867,457
157,BVBernd,1866,746
158,Kattt,1865,184
159,ffgp,1864,61
160,alburrito,1864,317
161,jave0229,1864,225
162,Lastchancexi,1863,178
163,CroCosta,1862,454
164,JohnBeton,1862,966
165,Methwurstmann,1861,132
166,BlackfireLV,1861,107
167,Koencr,1860,68
168,AlphaSlow,1860,262
169,oreapo_saikohhhhhh,1859,48
170,Adjepatadje,1859,69
171,Trzyszcz,1858,750
172,pro.fessor,1858,513
173,giasa,1858,1447
174,flaxen,1858,264
175,loipde,1858,135
176,RC_Snake91,1857,898
177,slumerville,1857,375
178,amazian511,1856,832
179,Chirtash,1855,649
180,hulakula162,1854,165
181,Halt,1854,450
182,Marsmanjos,1853,1936
183,ghost8472,1852,96
184,Feri98,1851,846
185,ThomarsX,1851,23
186,Firehydrant7,1851,50
187,jedihan,1850,1908
188,CuttyFlam,1850,141
189,Pr0paganda_Panda,1849,386
190,funfun,1848,164
191,Hiiiiiiii,1848,259
192,NoVP,1848,173
193,Pupu22,1847,49
194,jszhmann,1847,126
195,keenankj,1846,399
196,Iconeum,1846,406
197,potatoman,1846,505
198,smollov,1845,55
199,nato_2_5,1844,1157
200,frazility,1844,240
201,marz_barz,1843,287
202,Chipsmon,1842,271
203,jukioh,1842,94
204,Nasty Guard,1842,274
205,Ladyfromafar,1842,311
206,karmakanik,1841,418
207,Hirnalon,1841,758
208,Wqh321,1840,589
209,Suldren,1838,1673
210,ember86,1838,406
211,MrKnollItAll,1838,308
212,Belu,1836,521
213,Dalulu,1835,230
214,RPStylz,1834,273
215,PennyDionysos,1834,257
216,Kopfweh,1834,56
217,UHaveOneShot,1833,619
218,SoukyMars,1831,768
219,IkkoManu,1831,202
220,Rasmus_DK,1830,439
221,MarsMan103,1830,664
222,authoriton,1830,615
223,Andriod,1830,181
224,Flysh,1829,476
225,Transformer1,1829,671
226,odens,1827,57
227,Cromagnon Man,1827,305
228,WanHwan,1827,189
229,Sunss,1826,487
230,Lucky Pony,1826,684
231,bobisgreat168,1826,719
232,akito3181,1826,1651
233,Mars First,1826,551
234,Calzone77,1825,705
235,Station Pesquet,1825,70
236,Ispher,1825,111
237,gankedbymath,1825,418
238,spazz,1825,255
239,HairyPotter7,1825,389
240,BawriG,1824,128
241,KR_RockenWind,1824,378
242,SuleaSpataru,1823,454
243,Bludex,1823,740
244,Mudryi,1823,600
245,Elon Brusk,1822,133
246,Doubleback,1821,226
247,Notagoodname,1821,672
248,Rizky,1821,312
249,Elsasuke,1820,794
250,3markov90,1820,138
251,Martinnoren,1819,399
252,refsrefs,1819,1694
253,iamtrung,1818,654
254,saucyasian,1818,372
255,Niewodnik,1818,143
256,justbegladnow,1818,684
257,cash1981,1817,471
258,GreeningMars59,1817,580
259,ujjymad,1817,184
260,EHSP Zebmerde,1816,779
261,dawod,1815,827
262,abmholzfaeller,1815,444
263,doklen,1814,393
264,JIBIB,1814,836
265,BBlacklow,1814,1776
266,Tarvalar,1813,493
267,jose3653,1813,1007
268,rafaeltrapp,1812,184
269,itslevi,1812,239
270,C_orrosive,1812,158
271,Joegold12,1811,807
272,Duall,1811,68
273,Yuster,1811,636
274,Joscho,1810,447
275,snackytommy,1810,1004
276,smackers,1810,136
277,lubold,1810,49
278,Hafn,1810,271
279,ceviri,1809,354
280,AnttiL,1809,102
281,GodOfMars,1809,328
282,luk1409,1809,199
283,Pimmie38,1809,550
284,Bennyako,1808,30
285,JuniorMints,1808,113
286,Nicky Larson89,1808,791
287,mesune,1807,1040
288,Cleonis2,1807,568
289,slimk,1807,328
290,Frostveins,1806,138
291,Swimee,1805,106
292,Tweeterl,1804,556
293,odette2020,1804,337
294,HomersCasla,1804,322
295,jelleL,1804,208
296,ssbmPenance,1804,245
297,Raven666666x,1803,405
298,Rakudajin,1802,223
299,MartinLi,1802,1781
300,Kyle Reese,1801,82
301,rexkow,1800,164
302,daiwales,1800,237
303,Zwelchx,1800,60
304,kenny89627,1799,229
305,readyplayer0ne,1799,375
306,Nojiebear,1799,1342
307,Harevald,1799,151
308,malcin541,1798,76
309,SunYork,1798,413
310,MichelSchols,1798,169
311,Paywoah,1798,128
312,KALZ,1797,448
313,vizu,1796,666
314,KAKAfonia,1796,45
315,Xlier,1795,91
316,miketurch,1795,415
317,skyb4ll3r,1795,190
318,posti,1795,67
319,Jovian Collector,1795,377
320,v01d-0,1795,187
321,Alexmedbr,1795,784
322,gyozu,1794,323
323,BKYCHO_CPY,1793,42
324,el_cyd,1792,399
325,CKM91,1791,478
326,Moridin_,1791,316
327,Telvek,1791,257
328,annyeong,1791,458
329,NoOne1992,1790,432
330,Belemil,1790,1471
331,Brendon86,1790,1263
332,hne555,1790,842
333,Xiah,1790,977
334,snackytomy,1790,377
335,ItsClonkey,1789,149
336,Yepp7,1789,148
337,thedred,1789,1183
338,peaceG,1789,1039
339,PancakeU,1788,39
340,ElJeffo17,1788,294
341,Lando Stroll,1788,31
342,ArkZypher,1787,642
343,simon8r,1786,208
344,Musek,1786,712
345,terraformorriot,1785,44
346,ToffeeBox,1784,140
347,celsiunist,1784,59
348,Vlcak Profi,1784,481
349,Dron2143,1784,396
350,tequa,1784,394
351,warataba,1783,139
352,Cobramys,1783,369
353,darkmoon25,1783,1814
354,Screc,1783,73
355,Kirbypolo,1782,76
356,Sevaldsen,1781,226
357,Yuntac,1781,204
358,truchasse,1780,1467
359,Await,1780,102
360,didibo,1780,795
361,praisejoko,1780,31
362,dezz313,1779,469
363,monya_carom,1778,1034
364,*player7145407,1778,45
365,NevadaVinz,1778,160
366,kek2157,1777,81
367,handgemacht,1777,1333
368,thylacineghost,1777,461
369,lautrehamon,1777,562
370,el3v3n,1777,669
371,ts1ri,1776,157
372,maurooon,1776,187
373,Tappani,1776,72
374,kdanto,1776,272
375,UNMI Representative,1776,951
376,ZDOROVYAK,1775,744
377,Oops I forgot,1775,118
378,MockingjayEvans,1774,351
379,tutur2007,1774,441
380,Bellenefrond18,1774,165
381,Spiff747,1773,178
382,Piscesne,1773,378
383,mRNA,1773,30
384,player6130879,1773,38
385,Sachti,1773,320
386,It_is_I___Sidney_Feldman,1772,597
387,agentshowers,1772,102
388,Seatsar,1771,140
389,govnonasalati,1770,107
390,TemppuL,1770,53
391,Heinzelmännchen,1769,78
392,molybalaise,1769,1654
393,stella-,1769,593
394,MaitreJinx,1769,116
395,ScipioX,1769,425
396,alleehost,1768,100
397,wlgnsstar,1768,151
398,bakugood,1767,113
399,tapestryy,1767,246
400,theRETURN,1766,27
401,dar3d3v1l,1766,224
402,inquisitor0684,1766,75
403,methakim,1765,628
404,oyzar,1765,80
405,UngePengen,1764,186
406,Kriegsgott,1764,121
407,Unbalanced72,1764,171
408,Belgarath962,1764,935
409,LongDon Dingdong,1764,990
410,santaku,1764,192
411,Marsterplan,1764,110
412,yoritomo_itz,1763,497
413,80237,1763,460
414,Zimu,1763,229
415,Bakerst221B,1763,109
416,ValMat,1762,51
417,Edwu,1762,209
418,Paradoxial,1762,439
419,qiyana,1762,112
420,tsukasa3,1761,70
421,200km/h,1761,40
422,chmmac3,1761,116
423,nufc,1761,164
424,reul_83,1761,301
425,The Red Planet,1761,570
426,yaqasdf,1761,414
427,ikefalcon,1761,58
428,Carnickel,1760,564
429,Lemmyzzz,1760,460
430,shumor,1760,406
431,chadulus,1760,1079
432,JoeTheGreat,1760,430
433,lektrix,1760,294
434,NoobensteiN,1760,232
435,J0NAS,1759,1021
436,ubavik,1759,361
437,El Caso,1759,184
438,Striptease,1759,402
439,saifhwuiafgasjkgfuiwgfsfuIFUGWEUI,1759,98
440,Fight_CluB,1758,442
441,zivct,1758,450
442,MattiasEvaldsson,1758,517
443,unpl,1758,114
444,HighTac,1758,243
445,noob_cfa_,1758,630
446,BTS_JIMIN,1758,566
447,Ivanhavebanan,1757,1385
448,Aeaeronn,1756,995
449,marsjozo,1756,2026
450,Makroo,1756,211
451,Eber 65,1755,313
452,mayhem092,1755,274
453,woohoozxcvbnm,1754,1295
454,Ocydia,1754,165
455,Rydzik,1754,227
456,Noobowski,1754,768
457,szalek2,1754,72
458,Rawman,1754,137
459,TolikEbat,1754,87
460,t3cnic,1753,466
461,newman1066,1753,2539
462,FlamingHomeR23,1753,737
463,SombreroTabasko,1753,482
464,tarachampo,1753,285
465,kojpratozaur,1753,44
466,Pooablo,1752,385
467,aimthis,1752,796
468,And45,1752,289
469,Insomnis,1751,589
470,kingpopof,1751,767
471,Snorri81,1751,573
472,Red1987,1751,542
473,Verguenza,1751,168
474,lordx1000,1751,494
475,nganaaron,1751,177
476,2rtan,1751,179
477,UsherPL,1750,347
478,sim-h,1750,813
479,petenshi,1750,741
480,road-to-rank-6,1750,773
481,mistakeNot1,1750,531
482,badaxi,1749,72
483,muppe91,1749,278
484,plus2ak,1749,384
485,Örbn28,1748,486
486,-=Paladin=-,1748,867
487,sizium,1748,715
488,Siegfried1337,1748,479
489,kingsnowman,1748,1988
490,Erthryx,1747,135
491,yohkami,1747,85
492,migwaldo,1747,166
493,kingsgnik,1747,228
494,ollie09,1747,186
495,Kilgallen,1746,443
496,Roysan84,1746,640
497,Brianwl1,1746,763
498,player6639259,1746,183
499,Rymdjocke,1746,174
500,ivanutama,1745,1164
501,Fatfreddy,1744,157
502,Micholov77,1744,2458
503,ultimateshep,1744,1293
504,YOLOtactics,1744,132
505,MrHulk,1743,650
506,TFMQueen,1743,640
507,Nupah,1743,300
508,solaraddict,1742,137
509,Xionix,1742,186
510,vaxouu,1742,397
511,Satoshi N,1742,345
512,Sk2nnyDoc,1742,625
513,Torgrim89,1742,214
514,Seaniii,1741,1125
515,monkins,1741,216
516,Ellan153,1741,288
517,Cyronium,1741,1401
518,juzo,1741,320
519,fa_ibanez,1740,225
520,WanderinTrip,1740,89
521,LLCOOLJanis,1740,220
522,RcadTracks,1740,669
523,Jovian_Boyy,1740,1043
524,Wirtzleg,1740,111
525,czeavenger,1739,357
526,eik44,1739,365
527,Chessmastah,1739,304
528,SuperMarsBros,1739,91
529,*player6721960,1739,54
530,DrPbTherapy,1738,484
531,ryuwol,1738,136
532,LittleGroot,1738,98
533,Mars Attack,1738,194
534,keleka1806,1738,1129
535,HaraoH,1737,129
536,Khorgha,1737,390
537,Corepirate,1736,63
538,Heatherwu,1736,293
539,Zintara,1736,182
540,marogl91,1736,81
541,Popeses,1736,105
542,Cruelbabouin,1735,286
543,Dahlstrom,1735,61
544,hungli,1735,477
545,PaDDy_,1735,486
546,_Moky_,1735,371
547,Franticfreezer,1734,151
548,Augu5tiner,1734,433
549,BossBarboss,1734,175
550,Cerogil,1733,597
551,Honoredquasars,1733,234
552,player6911181,1733,195
553,chavdarbg,1733,371
554,Xronos98,1733,237
555,Fallenaqua,1733,211
556,Awesome Aggie,1733,1010
557,Jossaulin,1732,178
558,tzni,1732,579
559,LauriLin,1732,129
560,gumuxu,1732,54
561,Masc81,1731,506
562,OTOSAB,1731,1953
563,Vveneto,1731,188
564,Bugsi,1731,120
565,Fendirovo,1731,1034
566,curtiber,1731,252
567,teejayabs,1730,274
568,Lucas_Z,1730,418
569,Norbi_The_Beaver,1730,80
570,edgerly,1730,324
571,green jordan,1730,211
572,Jonace77,1729,234
573,Foxy Fill,1729,141
574,Shamanuchi,1729,21
575,fktni,1729,119
576,Mattybbridges,1728,265
577,Dreikcz,1726,467
578,knight_of_the_grail,1726,1470
579,Chris1George,1726,593
580,ptaszek32,1726,284
581,LuckDependent,1726,339
582,vaaance,1726,519
583,sebcactus,1726,956
584,Benzawzaw,1726,2676
585,gagarinn,1726,213
586,Chaboot,1726,205
587,Chuppychee,1725,184
588,Icareway,1725,829
589,PopieNL,1724,73
590,GlansOfGloff,1724,301
591,sorentrads,1724,2041
592,OWENBOND007,1723,948
593,SorryDave,1723,159
594,gipsas17,1723,1034
595,mudurnu,1723,94
596,8888ninja,1722,2840
597,DGice1,1722,592
598,c0c0nutdaddy,1722,776
599,HCHC1,1722,79
600,ThePottedPlant11,1721,199
601,AnCaTadaaa,1721,72
602,Ren_rus,1721,496
603,oridam06,1721,466
604,Oraeae,1721,62
605,OrlandIX,1721,162
606,redred,1721,857
607,Frenchie03,1720,60
608,Ronnie 112,1720,283
609,Michu21,1720,132
610,petersan,1720,97
611,Chlorbenzen,1720,803
612,theDCguy,1720,314
613,Tomtetometot,1719,693
614,R-Cane,1719,446
615,jetetue,1719,1303
616,softwhere,1719,201
617,BigNinja6,1719,62
618,makriath,1719,435
619,Jtangorra70,1719,274
620,Dear-,1718,559
621,MartanCZ,1718,543
622,tsorf,1718,360
623,Mitnichar,1718,198
624,somtum,1718,189
625,SixZo,1717,117
626,mattpark673,1717,514
627,moichel,1717,257
628,Gramarye330,1717,293
629,DIZU,1717,160
630,KIN36,1717,107
631,wobinofwocksley,1717,1172
632,cow in kitchen,1716,60
633,NKVD,1716,163
634,vhorban,1716,205
635,Nobunnaga,1716,301
636,HoyaBen,1716,411
637,backburner,1716,194
638,phen1x,1716,269
639,expl75,1716,100
640,Galadrian,1715,774
641,The JJ,1715,901
642,PectoralisM,1715,267
643,kokosogreek,1715,449
644,albertyn5,1715,474
645,Codilon,1715,740
646,kuy1234,1715,160
647,bob_binette,1715,506
648,Killsheeps,1714,656
649,Nmanager,1714,227
650,Lucretos,1714,243
651,happygrue1,1714,131
652,Uffe815,1714,626
653,Musix,1714,41
654,oysterbridge,1714,204
655,sebicools,1713,269
656,calinc,1713,908
657,ostad131313,1713,1097
658,kerog,1713,573
659,Antistenes,1713,118
660,m0e2910,1712,782
661,HRIX,1711,30
662,Arlya,1711,137
663,Mars Inc,1711,631
664,ExeDocent,1711,266
665,hugoche,1711,1178
666,acerealbox,1710,22
667,Schemi,1710,386
668,IARANATOR,1710,224
669,21problems,1710,221
670,luxor01,1709,276
671,2Girls1Podrick,1709,174
672,MartinTo,1709,375
673,tbelbos,1709,152
674,Charlie.,1709,106
675,Mischalina,1709,921
676,Ushkito,1709,97
677,WaffleWarrior,1709,50
678,STORMAMMA7,1709,334
679,chungmuro,1708,170
680,sutabafan,1708,204
681,よこ紫乃,1708,98
682,Kammrak,1708,507
683,PeterPotepa,1708,225
684,sonothing,1708,161
685,Skythe Fields,1708,56
686,Severla,1708,293
687,Rob5050,1707,202
688,SquampkinPapa,1707,502
689,0M17P0,1707,960
690,Wyczy,1707,1334
691,Jermehchon,1707,68
692,Nurse Michael,1706,142
693,WazzaMcVee,1706,340
694,bb-happy,1706,154
695,godsloophole,1706,910
696,treker,1706,179
697,PapaT,1706,461
698,Unnlucky_luke,1706,72
699,AnCaJa,1706,246
700,Pherkadia,1706,223
701,Ic3Ros3,1706,210
702,AT75,1706,158
703,mike821,1706,1502
704,Andra96kg,1705,450
705,zinro,1705,161
706,Djam,1705,576
707,mefius,1704,146
708,zeroblackalpha,1704,119
709,Cledor24,1704,485
710,Nekwan,1704,259
711,Wiegraf,1704,784
712,Ausonio,1703,235
713,ZaonXerses,1703,303
714,gaby22,1703,347
715,akanimak,1703,134
716,Anslem42,1703,108
717,Tough Taboo,1703,397
718,Offan18,1702,91
719,leeelim,1702,1013
720,Fyogly,1702,368
721,NefariousCheese,1702,131
722,Sleuth,1702,52
723,mistermuchacho,1702,171
724,Lord Jonny,1702,60
725,Moose14,1702,104
726,darkfin,1701,237
727,bvelv,1701,70
728,player3356556,1701,97
729,Sunsnowzero,1701,1067
730,jonbenlan,1701,100
731,Lunase,1701,215
732,Jason_ho2,1700,502
733,Erencrl,1700,901
734,Kingtofu90,1700,98
735,Annika_K,1699,329
736,CoconutCapybara,1699,149
737,Serups,1699,74
738,OxMars,1699,847
739,Alan Cobra,1699,2209
740,millhouse182,1699,242
741,Aeruthas,1698,43
742,davegoodmen,1698,194
743,totom2012,1698,380
744,Leumas1990,1698,461
745,buklya,1697,449
746,TJR1,1697,42
747,NerdyGlitterUnicorn,1697,205
748,Ralphacus,1697,149
749,Empado,1697,135
750,spade333,1697,484
751,lawny,1696,425
752,fwmm,1696,36
753,ravenpeter,1696,200
754,FireAlligator,1696,516
755,kallefridholm,1696,645
756,LargeLad,1696,28
757,xiao93,1696,499
758,SimonBra01,1696,448
759,Hakar,1695,320
760,Rutto,1695,166
761,Bommittaja1,1695,212
762,Scintillo,1695,89
763,RunsOnCoffee,1694,438
764,supadave2k1,1694,527
765,ScratchesTheBear,1694,301
766,TerraformTyr,1694,71
767,horaf_1,1694,1494
768,TheyCallMeMissDuck,1694,198
769,manaflood,1693,272
770,pumpkindaughter,1693,985
771,EMPORIA,1693,112
772,JJ inn the hood,1693,314
773,jkirsche,1693,77
774,bobo83590,1693,485
775,vitalikluk,1693,72
776,VallesMarineris,1693,66
777,Farmstertv,1692,74
778,Panama Antikainen,1692,630
779,IvanIvanov91,1692,397
780,Majesty Keryz,1692,389
781,Jon_Valley,1692,362
782,mihl,1692,274
783,Satkos94,1692,396
784,Stephstealth,1692,1656
785,Z1mek,1691,74
786,HiPalmer,1691,46
787,clob_earn,1691,104
788,Hildebrandt,1691,652
789,Karhukainen,1691,41
790,BreadEnthusiast,1691,54
791,kirby_13,1691,368
792,mackanjing,1691,201
793,wiele79,1691,253
794,Prysma,1690,83
795,toxicyan,1690,204
796,POUTOU1307,1690,217
797,peddy_,1690,93
798,vikiriBJ,1690,37
799,Guic23,1690,423
800,TacoJohnson,1690,262
801,NeedO2,1690,202
802,GoldenHulk,1690,86
803,Galapow,1689,924
804,Yarkin,1689,164
805,chinstrap89,1689,150
806,Hatori-Hanzo,1689,487
807,youngscorp,1689,67
808,Ghyran,1689,158
809,TimeToPwn,1689,311
810,Ludorama,1688,319
811,ICEBUTCHER,1688,153
812,hanbi0127,1688,1248
813,secretlegk,1688,113
814,spyspy,1687,134
815,Getro,1687,235
816,seba_bil,1687,1314
817,raixth00,1687,128
818,ChrisQuartz,1687,22
819,takemyelo,1687,86
820,lothes,1687,139
821,rafafulll,1687,94
822,Gamstrik,1687,130
823,Kolonizator_Kacper,1686,35
824,Madds1993,1686,28
825,MW1187,1686,488
826,Dustnas,1686,192
827,farinside,1686,180
828,kor2win,1686,27
829,Tia a,1686,217
830,Maxbot10,1686,439
831,Jklmajor,1686,140
832,Danvey,1685,450
833,jadedbacon,1685,62
834,Fingerboy,1685,1272
835,Kernest,1685,183
836,jaramilla conqis,1685,63
837,moncoosh,1685,43
838,WavyJ,1685,127
839,RobertPerryisTrash,1685,392
840,Zarkxes,1685,93
841,Noisefan,1685,721
842,trex,1685,130
843,Jendroliusz,1685,206
844,Triton19,1685,426
845,urkeurke,1685,408
846,antidotcb,1685,1787
847,absolute_,1684,476
848,JustYeti,1684,228
849,Dr_D,1684,218
850,Etele,1684,634
851,Roentgen Warrior,1684,206
852,Krownster,1684,181
853,letoslaw,1684,209
854,randomname11,1684,324
855,gxldragon,1684,224
856,Char Lize,1684,934
857,gnarly old troll,1684,467
858,mdsimon,1683,1046
859,player3611500,1683,416
860,BeavPaint,1683,85
861,Phillz,1683,109
862,Raiga,1683,241
863,ciuwciuw,1683,115
864,Mor2din,1683,28
865,DblePlusUngood,1683,125
866,MS242,1683,295
867,oleggg,1683,117
868,azcats,1683,1402
869,Lazer16,1683,86
870,dmac70,1683,1151
871,Xo3aun_Xa4ei,1682,54
872,McAvey,1682,349
873,Agnes_on_mars,1682,720
874,istdochwurst,1682,817
875,pafaka2,1682,120
876,Skyw4lk3r,1682,50
877,jakeeh,1682,72
878,radioatomic,1681,1267
879,CereusNate,1681,116
880,6delta6,1681,112
881,Boretomcat,1681,150
882,largestki1,1681,124
883,john96,1681,561
884,scottmars,1681,640
885,SupraNano95,1681,114
886,IckMan,1680,1350
887,solmirx1,1680,291
888,Babce,1680,329
889,Innerdark,1679,206
890,neylz,1679,452
891,Cold Comfort,1679,487
892,Denchik_red_army,1679,149
893,LenBoc,1679,451
894,kurzy,1679,684
895,flora momo,1679,531
896,h3llyea,1679,60
897,VictorNNN,1679,148
898,dragonood,1679,139
899,-julius-,1679,196
900,player7000993,1679,128
901,himars - khto yak ne ty spalyt mosty,1679,276
902,IngvarP,1678,515
903,Keesislief,1678,378
904,Sav8ge,1678,578
905,Magnol95,1678,23
906,Terraz,1678,567
907,MarsFashion,1678,186
908,Qnutar,1678,343
909,rio14,1678,368
910,Alpha 9er,1678,1252
911,T1T177,1678,514
912,the Tangerine Knight,1678,289
913,jimaros2004,1677,25
914,DavidWHattis,1677,347
915,srdgreen123,1677,951
916,thecashrage,1677,466
917,date2517,1677,581
918,pinobarrancos,1677,145
919,mikivejev,1677,394
920,CHINASKI1,1676,583
921,MrYoda,1676,247
922,chuky3211,1676,1342
923,huitolai,1676,1309
924,Casa_Siol,1676,224
925,Lutaris,1676,368
926,Wolfggang,1676,140
927,Yunnan,1676,136
928,August09,1676,41
929,leonstar,1676,42
930,Deliyhorrakt,1675,246
931,Vision_Collector,1675,483
932,Hiede,1675,577
933,Bilbobigfoot,1675,34
934,Typical UMNI Player,1675,151
935,player56,1675,270
936,Beaver28,1675,1704
937,AKR1987,1675,624
938,Hobbs33,1674,31
939,ohnepfand,1674,188
940,TheBagelNagel,1674,179
941,GN-z11,1674,328
942,oskuk,1674,44
943,wyvern00,1673,524
944,DarcePower,1673,131
945,lalumette,1673,61
946,NachoPior,1673,87
947,R3ddY,1673,329
948,LeviLlama,1673,76
949,Playonboardhk,1673,30
950,GeoAlf,1673,80
951,Jack_Crowley,1673,66
952,SirRubbo,1673,283
953,ywvv,1672,372
954,dragonsvw,1672,373
955,PopsiBogyo,1672,175
956,bjornl777,1672,261
957,little_bus,1672,140
958,MaxBauchet,1672,171
959,ratmout,1672,95
960,Jompah,1672,190
961,BigOlestompem,1672,963
962,Marci89,1672,123
963,RulerOfLemmings,1671,71
964,AlaricIV,1671,72
965,Strandino,1671,603
966,NicoleJJJ,1671,100
967,Sweet Tea,1671,145
968,dylpickle87,1671,123
969,Karina27,1670,159
970,KIMSIWEON,1670,159
971,Rabenius,1670,46
972,Hongxin,1670,381
973,Valortag,1670,1231
974,grixcon,1670,1195
975,scythealmighty,1670,510
976,CaptainSmirk,1670,2082
977,OptimalBreit,1669,112
978,Yyg31,1669,2340
979,Wineyard,1669,491
980,Iv76,1669,487
981,Dejnor,1669,166
982,iruas,1669,62
983,ElMaggie,1669,504
984,Kayalien,1669,89
985,Nihilm,1669,71
986,soulce1000,1669,297
987,sefis,1669,316
988,Simon B,1668,88
989,riskman64,1668,400
990,Exsanguinate,1668,110
991,Banderra,1668,120
992,lstigs2,1668,93
993,Choles,1668,764
994,pew-pew,1668,355
995,Hielko,1668,201
996,franio1245,1668,379
997,meatbringer,1668,243
998,pavlepavle,1667,79
999,Lord Blarrt,1667,38
1000,Thorir,1667,166
1001,mskap,1667,361
1002,BowserKooppo,1667,532
1003,NikxNL,1667,54
1004,Ssibal sekki,1667,379
1005,Zajcu,1667,197
1006,yakkuli,1667,363
1007,MInSuKim,1667,565
1008,Brabballesio,1667,49
1009,dobriymart,1666,358
1010,Greenbison,1666,153
1011,pocketjoso,1666,106
1012,Budzaria,1666,550
1013,Sopli,1666,923
1014,Echo_13,1666,58
1015,dejoDaro,1665,73
1016,nym76,1665,1555
1017,Anderchick,1665,586
1018,IgorJericho20,1665,71
1019,Swimkrau,1665,386
1020,Claywhat,1665,75
1021,Zimtmann,1665,406
1022,Melly666,1665,346
1023,Guatepeor,1665,137
1024,KCN0-0,1665,92
1025,flobri,1665,136
1026,EnjoyInJoy,1665,133
1027,baddgger,1665,594
1028,Supersquigi,1665,28
1029,misiek99,1664,60
